,date_time,mem.total,mem.free,mem.unit,mem.usage,cpu.total,cpu.busy,cpu.idle,cpu.usage,disk.used,disk.free,disk.usedProc,net.interface,net.tx,net.rx,net.unit,uptime.days,uptime.minutes,uptime.seconds,uptime.hours
419,2024-01-19 09:29:26,1983,1464,Mb,16,952313,170170,782142,1.0,6515104,44088728,12,eth0,45422,732748,bps,11,42.0,1.0,1.0
420,2024-01-19 09:29:37,1983,1451,Mb,17,952323,170172,782151,5.0,6515120,44088712,12,eth0,51496,655824,bps,11,42.0,12.0,1.0
421,2024-01-19 09:29:48,1983,1450,Mb,17,952334,170174,782160,18.0,6515144,44088688,12,eth0,56572,1020504,bps,11,42.0,23.0,1.0
422,2024-01-19 09:29:59,1983,1439,Mb,17,952345,170176,782169,15.0,6515160,44088672,12,eth0,38576,772412,bps,11,42.0,34.0,1.0
423,2024-01-19 09:30:10,1983,1465,Mb,16,952356,170178,782178,4.0,6515172,44088660,12,eth0,66560,500680,bps,11,42.0,45.0,1.0
424,2024-01-19 09:30:21,1983,1451,Mb,17,952367,170180,782187,1.0,6515188,44088644,12,eth0,33628,330024,bps,11,42.0,56.0,1.0
425,2024-01-19 09:30:32,1983,1438,Mb,17,952378,170181,782196,44.0,6515376,44088456,12,eth0,22158,255512,bps,11,43.0,7.0,1.0
426,2024-01-19 09:30:43,1983,1466,Mb,16,952389,170183,782205,6.0,6515212,44088620,12,eth0,51262,468761,bps,11,43.0,18.0,1.0
427,2024-01-19 09:30:54,1983,1449,Mb,17,952400,170186,782214,4.0,6515236,44088596,12,eth0,43697,775934,bps,11,43.0,29.0,1.0
428,2024-01-19 09:31:05,1983,1450,Mb,17,952411,170187,782223,70.0,6515252,44088580,12,eth0,24641,915000,bps,11,43.0,40.0,1.0
429,2024-01-19 09:31:16,1983,1465,Mb,16,952422,170190,782232,3.0,6515260,44088572,12,eth0,44232,826998,bps,11,43.0,51.0,1.0
430,2024-01-19 09:31:27,1983,1452,Mb,17,952432,170192,782240,3.0,6515276,44088556,12,eth0,40388,502568,bps,11,44.0,2.0,1.0
431,2024-01-19 09:31:38,1983,1452,Mb,17,952443,170194,782249,6.0,6515288,44088544,12,eth0,47408,976123,bps,11,44.0,13.0,1.0
432,2024-01-19 09:31:49,1983,1439,Mb,17,952454,170195,782259,42.0,6515300,44088532,12,eth0,34419,459592,bps,11,44.0,24.0,1.0
433,2024-01-19 09:32:00,1983,1461,Mb,16,952465,170197,782267,3.0,6515328,44088504,12,eth0,59180,434067,bps,11,44.0,35.0,1.0
434,2024-01-19 09:32:11,1983,1451,Mb,17,952476,170200,782276,,6515336,44088496,12,eth0,53976,465555,bps,11,44.0,46.0,1.0
435,2024-01-19 09:32:22,1983,1427,Mb,18,952487,170201,782285,67.0,6515532,44088300,12,eth0,18908,590193,bps,11,44.0,57.0,1.0
436,2024-01-19 09:32:33,1983,1463,Mb,16,952498,170203,782294,4.0,6515364,44088468,12,eth0,40518,686742,bps,11,45.0,8.0,1.0
437,2024-01-19 09:32:44,1983,1451,Mb,17,952509,170206,782303,2.0,6515388,44088444,12,eth0,32848,646604,bps,11,45.0,19.0,1.0
438,2024-01-19 09:32:55,1983,1449,Mb,17,952520,170208,782312,56.0,6515400,44088432,12,eth0,41078,1108072,bps,11,45.0,30.0,1.0
439,2024-01-19 09:33:06,1983,1452,Mb,17,952531,170209,782321,2.0,6515420,44088412,12,eth0,36593,985433,bps,11,45.0,41.0,1.0
440,2024-01-19 09:33:17,1983,1452,Mb,17,952542,170212,782330,2.0,6515428,44088404,12,eth0,38732,914028,bps,11,45.0,52.0,1.0
441,2024-01-19 09:33:28,1983,1453,Mb,17,952553,170214,782338,,6515448,44088384,12,eth0,32488,459124,bps,11,46.0,3.0,1.0
442,2024-01-19 09:33:39,1983,1443,Mb,17,952564,170215,782348,35.0,6515456,44088376,12,eth0,33628,60043,bps,11,46.0,14.0,1.0
443,2024-01-19 09:33:50,1983,1466,Mb,16,952575,170217,782357,6.0,6515472,44088360,12,eth0,50841,1010971,bps,11,46.0,25.0,1.0
444,2024-01-19 09:34:01,1983,1453,Mb,17,952585,170220,782365,3.0,6515488,44088344,12,eth0,31819,814963,bps,11,46.0,36.0,1.0
445,2024-01-19 09:34:12,1983,1452,Mb,17,952596,170221,782375,70.0,6515504,44088328,12,eth0,33755,245979,bps,11,46.0,47.0,1.0
446,2024-01-19 09:34:23,1983,1466,Mb,16,952607,170223,782384,3.0,6515512,44088320,12,eth0,36627,845686,bps,11,46.0,58.0,1.0
447,2024-01-19 09:34:34,1983,1452,Mb,17,952618,170225,782393,2.0,6515528,44088304,12,eth0,33356,509534,bps,11,47.0,9.0,1.0
448,2024-01-19 09:34:45,1983,1450,Mb,17,952629,170227,782401,6.0,6515540,44088292,12,eth0,39102,489782,bps,11,47.0,20.0,1.0
449,2024-01-19 09:34:56,1983,1444,Mb,17,952640,170228,782411,36.0,6515556,44088276,12,eth0,25206,413291,bps,11,47.0,31.0,1.0
450,2024-01-19 09:35:07,1983,1451,Mb,17,952651,170231,782419,6.0,6515564,44088268,12,eth0,45371,607451,bps,11,47.0,42.0,1.0
451,2024-01-19 09:35:18,1983,1452,Mb,17,952662,170233,782428,5.0,6515588,44088244,12,eth0,35108,348844,bps,11,47.0,53.0,1.0
452,2024-01-19 09:35:29,1983,1440,Mb,17,952673,170234,782438,58.0,6515644,44088188,12,eth0,28305,360299,bps,11,48.0,4.0,1.0
453,2024-01-19 09:35:40,1983,1465,Mb,16,952683,170237,782446,5.0,6515608,44088224,12,eth0,51827,477587,bps,11,48.0,15.0,1.0
454,2024-01-19 09:35:51,1983,1451,Mb,17,952694,170239,782455,2.0,6515624,44088208,12,eth0,46798,780681,bps,11,48.0,26.0,1.0
455,2024-01-19 09:36:02,1983,1444,Mb,17,952705,170240,782464,39.0,6515636,44088196,12,eth0,21137,502539,bps,11,48.0,37.0,1.0
456,2024-01-19 09:36:13,1983,1450,Mb,17,952716,170242,782473,2.0,6515648,44088184,12,eth0,36078,665627,bps,11,48.0,48.0,1.0
457,2024-01-19 09:36:24,1983,1451,Mb,17,952726,170245,782481,1.0,6515660,44088172,12,eth0,37771,696342,bps,11,48.0,59.0,1.0
458,2024-01-19 09:36:35,1983,1437,Mb,18,952737,170246,782491,69.0,6515804,44088028,12,eth0,15478,629041,bps,11,49.0,10.0,1.0
459,2024-01-19 09:36:46,1983,1464,Mb,16,952748,170248,782500,4.0,6515692,44088140,12,eth0,50267,584627,bps,11,49.0,21.0,1.0
460,2024-01-19 09:36:57,1983,1451,Mb,17,952759,170250,782508,2.0,6515700,44088132,12,eth0,40356,822617,bps,11,49.0,32.0,1.0
461,2024-01-19 09:37:08,1983,1451,Mb,17,952770,170252,782517,54.0,6515720,44088112,12,eth0,61275,605289,bps,11,49.0,43.0,1.0
462,2024-01-19 09:37:19,1983,1464,Mb,16,952781,170254,782527,1.0,6515724,44088108,12,eth0,49843,807752,bps,11,49.0,54.0,1.0
463,2024-01-19 09:37:30,1983,1452,Mb,17,952792,170256,782535,3.0,6515744,44088088,12,eth0,38044,589464,bps,11,50.0,5.0,1.0
464,2024-01-19 09:37:41,1983,1451,Mb,17,952802,170258,782544,27.0,6515752,44088080,12,eth0,60872,588716,bps,11,50.0,16.0,1.0
465,2024-01-19 09:37:52,1983,1465,Mb,16,952813,170259,782554,3.0,6515768,44088064,12,eth0,39364,577832,bps,11,50.0,27.0,1.0
466,2024-01-19 09:38:03,1983,1451,Mb,17,952824,170261,782562,1.0,6515776,44088056,12,eth0,31372,538785,bps,11,50.0,38.0,1.0
467,2024-01-19 09:38:14,1983,1448,Mb,17,952835,170263,782571,1.0,6515796,44088036,12,eth0,31876,663664,bps,11,50.0,49.0,1.0
468,2024-01-19 09:38:25,1983,1449,Mb,17,952846,170265,782581,61.0,6515808,44088024,12,eth0,21860,979204,bps,11,51.0,,1.0
469,2024-01-19 09:38:36,1983,1464,Mb,16,952857,170267,782590,1.0,6515816,44088016,12,eth0,36836,521721,bps,11,51.0,11.0,1.0
470,2024-01-19 09:38:47,1983,1451,Mb,17,952868,170269,782599,2.0,6515832,44088000,12,eth0,51848,870830,bps,11,51.0,22.0,1.0
471,2024-01-19 09:38:58,1983,1452,Mb,17,952879,170271,782608,1.0,6515848,44087984,12,eth0,38302,671379,bps,11,51.0,33.0,1.0
472,2024-01-19 09:39:09,1983,1458,Mb,17,952890,170272,782617,5.0,6515868,44087964,12,eth0,67587,934571,bps,11,51.0,44.0,1.0
473,2024-01-19 09:39:20,1983,1452,Mb,17,952900,170275,782625,3.0,6515876,44087956,12,eth0,41068,892065,bps,11,51.0,55.0,1.0
474,2024-01-19 09:39:31,1983,1452,Mb,17,952911,170277,782634,2.0,6515896,44087936,12,eth0,44963,532584,bps,11,52.0,6.0,1.0
475,2024-01-19 09:39:42,1983,1438,Mb,17,952922,170278,782644,61.0,6516036,44087796,12,eth0,47478,929484,bps,11,52.0,17.0,1.0
476,2024-01-19 09:39:53,1983,1465,Mb,16,952933,170280,782653,3.0,6515920,44087912,12,eth0,50516,993627,bps,11,52.0,28.0,1.0
477,2024-01-19 09:40:04,1983,1451,Mb,17,952944,170282,782661,3.0,6515936,44087896,12,eth0,46920,536008,bps,11,52.0,39.0,1.0
478,2024-01-19 09:40:15,1983,1452,Mb,17,952955,170284,782670,13.0,6515948,44087884,12,eth0,42838,368092,bps,11,52.0,50.0,1.0
479,2024-01-19 09:40:26,1983,1437,Mb,18,952966,170286,782679,32.0,6515960,44087872,12,eth0,21681,289668,bps,11,53.0,1.0,1.0
480,2024-01-19 09:40:37,1983,1465,Mb,16,952977,170288,782688,7.0,6515972,44087860,12,eth0,32804,463840,bps,11,53.0,12.0,1.0
481,2024-01-19 09:40:48,1983,1452,Mb,17,952987,170290,782697,3.0,6515992,44087840,12,eth0,38462,588272,bps,11,53.0,23.0,1.0
482,2024-01-19 09:40:59,1983,1452,Mb,17,952998,170292,782706,63.0,6516008,44087824,12,eth0,33832,798216,bps,11,53.0,34.0,1.0
483,2024-01-19 09:41:10,1983,1465,Mb,16,953009,170294,782715,6.0,6516012,44087820,12,eth0,56376,699296,bps,11,53.0,45.0,1.0
484,2024-01-19 09:41:21,1983,1449,Mb,17,953020,170296,782724,1.0,6516032,44087800,12,eth0,39481,435406,bps,11,53.0,56.0,1.0
485,2024-01-19 09:41:32,1983,1451,Mb,17,953031,170298,782733,3.0,6516040,44087792,12,eth0,35804,537872,bps,11,54.0,7.0,1.0
486,2024-01-19 09:41:43,1983,1441,Mb,17,953042,170299,782742,45.0,6516056,44087776,12,eth0,31808,531705,bps,11,54.0,18.0,1.0
487,2024-01-19 09:41:54,1983,1463,Mb,16,953053,170301,782751,4.0,6516064,44087768,12,eth0,40232,304088,bps,11,54.0,29.0,1.0
488,2024-01-19 09:42:05,1983,1449,Mb,17,953064,170303,782760,5.0,6516084,44087748,12,eth0,34648,520820,bps,11,54.0,40.0,1.0
489,2024-01-19 09:42:16,1983,1449,Mb,17,953074,170305,782769,56.0,6516096,44087736,12,eth0,26920,629115,bps,11,54.0,51.0,1.0
490,2024-01-19 09:42:27,1983,1463,Mb,16,953085,170307,782778,2.0,6516108,44087724,12,eth0,37353,452273,bps,11,55.0,2.0,1.0
491,2024-01-19 09:42:38,1983,1447,Mb,17,953096,170309,782787,2.0,6516120,44087712,12,eth0,57310,768491,bps,11,55.0,13.0,1.0
492,2024-01-19 09:42:49,1983,1446,Mb,17,953107,170311,782796,46.0,6516136,44087696,12,eth0,58689,1344260,bps,11,55.0,24.0,1.0
493,2024-01-19 09:43:00,1983,1462,Mb,16,953118,170312,782805,1.0,6516144,44087688,12,eth0,60308,1024644,bps,11,55.0,35.0,1.0
494,2024-01-19 09:43:11,1983,1448,Mb,17,953129,170315,782814,1.0,6516156,44087676,12,eth0,69025,987595,bps,11,55.0,46.0,1.0
495,2024-01-19 09:43:22,1983,1449,Mb,17,953140,170316,782823,21.0,6516172,44087660,12,eth0,27772,39592,bps,11,55.0,57.0,1.0
496,2024-01-19 09:43:33,1983,1434,Mb,18,953151,170318,782832,12.0,6516188,44087644,12,eth0,22478,21142,bps,11,56.0,8.0,1.0
497,2024-01-19 09:43:44,1983,1465,Mb,16,953161,170320,782841,5.0,6516200,44087632,12,eth0,28532,39078,bps,11,56.0,19.0,1.0
498,2024-01-19 09:43:55,1983,1450,Mb,17,953172,170322,782850,5.0,6516216,44087616,12,eth0,39326,734264,bps,11,56.0,30.0,1.0
499,2024-01-19 09:44:06,1983,1438,Mb,17,953183,170324,782859,60.0,6516408,44087424,12,eth0,38148,447830,bps,11,56.0,41.0,1.0
500,2024-01-19 09:44:17,1983,1463,Mb,16,953194,170325,782868,3.0,6516240,44087592,12,eth0,52204,1014672,bps,11,56.0,52.0,1.0
501,2024-01-19 09:44:28,1983,1450,Mb,17,953205,170327,782877,1.0,6516256,44087576,12,eth0,47350,606158,bps,11,57.0,3.0,1.0
502,2024-01-19 09:44:39,1983,1450,Mb,17,953216,170329,782886,13.0,6516268,44087564,12,eth0,68420,788563,bps,11,57.0,14.0,1.0
503,2024-01-19 09:44:50,1983,1442,Mb,17,953227,170331,782896,40.0,6516284,44087548,12,eth0,22075,315052,bps,11,57.0,25.0,1.0
504,2024-01-19 09:45:01,1983,1463,Mb,16,953238,170333,782904,4.0,6516300,44087532,12,eth0,45883,306852,bps,11,57.0,36.0,1.0
505,2024-01-19 09:45:12,1983,1451,Mb,17,953248,170335,782913,2.0,6516312,44087520,12,eth0,51752,416364,bps,11,57.0,47.0,1.0
506,2024-01-19 09:45:23,1983,1451,Mb,17,953259,170337,782922,60.0,6516332,44087500,12,eth0,31979,366281,bps,11,57.0,58.0,1.0
507,2024-01-19 09:45:34,1983,1463,Mb,16,953270,170338,782931,4.0,6516336,44087496,12,eth0,40132,514104,bps,11,58.0,9.0,1.0
508,2024-01-19 09:45:45,1983,1448,Mb,17,953281,170341,782940,9.0,6516356,44087476,12,eth0,36003,642716,bps,11,58.0,20.0,1.0
509,2024-01-19 09:45:56,1983,1447,Mb,17,953292,170343,782949,14.0,6516368,44087464,12,eth0,39268,492427,bps,11,58.0,31.0,1.0
510,2024-01-19 09:46:07,1983,1444,Mb,17,953303,170344,782958,28.0,6516380,44087452,12,eth0,31272,619694,bps,11,58.0,42.0,1.0
511,2024-01-19 09:46:18,1983,1447,Mb,17,953314,170346,782967,2.0,6516392,44087440,12,eth0,38852,491276,bps,11,58.0,53.0,1.0
512,2024-01-19 09:46:29,1983,1449,Mb,17,953324,170348,782976,,6516412,44087420,12,eth0,44596,540766,bps,11,59.0,4.0,1.0
513,2024-01-19 09:46:40,1983,1441,Mb,17,953335,170350,782985,55.0,6516524,44087308,12,eth0,41780,471819,bps,11,59.0,15.0,1.0
514,2024-01-19 09:46:51,1983,1463,Mb,16,953346,170352,782994,3.0,6516432,44087400,12,eth0,48168,862876,bps,11,59.0,26.0,1.0
515,2024-01-19 09:47:02,1983,1449,Mb,17,953357,170354,783003,3.0,6516448,44087384,12,eth0,42048,587136,bps,11,59.0,37.0,1.0
516,2024-01-19 09:47:13,1983,1449,Mb,17,953368,170355,783012,60.0,6516464,44087368,12,eth0,39550,578915,bps,11,59.0,48.0,1.0
517,2024-01-19 09:47:24,1983,1463,Mb,16,953379,170357,783021,2.0,6516472,44087360,12,eth0,34384,745817,bps,11,59.0,59.0,1.0
518,2024-01-19 09:47:35,1983,1451,Mb,17,953390,170359,783030,5.0,6516488,44087344,12,eth0,48115,619892,bps,11,,10.0,2.0
519,2024-01-19 09:47:46,1983,1450,Mb,17,953401,170361,783039,16.0,6516500,44087332,12,eth0,36164,445641,bps,11,,21.0,2.0
520,2024-01-19 09:47:57,1983,1439,Mb,17,953412,170362,783049,37.0,6516512,44087320,12,eth0,25289,903582,bps,11,,32.0,2.0
521,2024-01-19 09:48:08,1983,1463,Mb,16,953422,170364,783057,4.0,6516520,44087312,12,eth0,65796,685536,bps,11,,43.0,2.0
522,2024-01-19 09:48:19,1983,1450,Mb,17,953433,170367,783066,1.0,6516540,44087292,12,eth0,38833,858643,bps,11,,54.0,2.0
523,2024-01-19 09:48:30,1983,1449,Mb,17,953444,170368,783076,53.0,6516556,44087276,12,eth0,36324,590009,bps,11,1.0,5.0,2.0
524,2024-01-19 09:48:41,1983,1463,Mb,16,953455,170370,783085,2.0,6516572,44087260,12,eth0,52052,592116,bps,11,1.0,16.0,2.0
525,2024-01-19 09:48:52,1983,1449,Mb,17,953466,170372,783094,2.0,6516584,44087248,12,eth0,52104,1116707,bps,11,1.0,27.0,2.0
526,2024-01-19 09:49:03,1983,1449,Mb,17,953477,170374,783102,1.0,6516600,44087232,12,eth0,42347,921281,bps,11,1.0,38.0,2.0
527,2024-01-19 09:49:14,1983,1445,Mb,17,953488,170375,783112,42.0,6516612,44087220,12,eth0,21324,723761,bps,11,1.0,49.0,2.0
528,2024-01-19 09:49:25,1983,1462,Mb,16,953499,170377,783121,7.0,6516628,44087204,12,eth0,43571,476257,bps,11,2.0,,2.0
529,2024-01-19 09:49:36,1983,1450,Mb,17,953510,170380,783129,5.0,6516640,44087192,12,eth0,38008,983076,bps,11,2.0,11.0,2.0
530,2024-01-19 09:49:47,1983,1451,Mb,17,953520,170381,783139,55.0,6516660,44087172,12,eth0,38281,1157160,bps,11,2.0,22.0,2.0
531,2024-01-19 09:49:58,1983,1465,Mb,16,953531,170383,783148,1.0,6516664,44087168,12,eth0,40921,938809,bps,11,2.0,33.0,2.0
532,2024-01-19 09:50:09,1983,1449,Mb,17,953542,170385,783156,2.0,6516684,44087148,12,eth0,66304,603012,bps,11,2.0,44.0,2.0
533,2024-01-19 09:50:20,1983,1451,Mb,17,953553,170388,783165,2.0,6516696,44087136,12,eth0,46067,473736,bps,11,2.0,55.0,2.0
534,2024-01-19 09:50:31,1983,1443,Mb,17,953564,170389,783175,36.0,6516704,44087128,12,eth0,13350,411131,bps,11,3.0,6.0,2.0
535,2024-01-19 09:50:42,1983,1465,Mb,16,953575,170391,783184,5.0,6516720,44087112,12,eth0,24473,662427,bps,11,3.0,17.0,2.0
536,2024-01-19 09:50:53,1983,1450,Mb,17,953586,170393,783192,2.0,6516732,44087100,12,eth0,45787,1097438,bps,11,3.0,28.0,2.0
537,2024-01-19 09:51:04,1983,1452,Mb,17,953597,170395,783202,52.0,6516752,44087080,12,eth0,33273,826211,bps,11,3.0,39.0,2.0
538,2024-01-19 09:51:15,1983,1466,Mb,16,953607,170396,783211,4.0,6516756,44087076,12,eth0,41235,696134,bps,11,3.0,50.0,2.0
539,2024-01-19 09:51:26,1983,1452,Mb,17,953618,170398,783219,1.0,6516776,44087056,12,eth0,49798,589966,bps,11,4.0,1.0,2.0
540,2024-01-19 09:51:37,1983,1452,Mb,17,953629,170401,783228,11.0,6516784,44087048,12,eth0,63995,1061444,bps,11,4.0,12.0,2.0
541,2024-01-19 09:51:48,1983,1440,Mb,17,953640,170402,783238,21.0,6516800,44087032,12,eth0,30822,396929,bps,11,4.0,23.0,2.0
542,2024-01-19 09:51:59,1983,1452,Mb,17,953651,170404,783246,,6516808,44087024,12,eth0,28174,592284,bps,11,4.0,34.0,2.0
543,2024-01-19 09:52:10,1983,1452,Mb,17,953662,170406,783255,25.0,6516828,44087004,12,eth0,49028,506998,bps,11,4.0,45.0,2.0
544,2024-01-19 09:52:21,1983,1444,Mb,17,953673,170408,783265,20.0,6516836,44086996,12,eth0,19164,629915,bps,11,4.0,56.0,2.0
545,2024-01-19 09:52:32,1983,1451,Mb,17,953684,170410,783273,2.0,6516848,44086984,12,eth0,30430,740851,bps,11,5.0,7.0,2.0
546,2024-01-19 09:52:43,1983,1452,Mb,17,953695,170412,783282,2.0,6516864,44086968,12,eth0,34347,1036718,bps,11,5.0,18.0,2.0
547,2024-01-19 09:52:54,1983,1439,Mb,17,953706,170413,783292,63.0,6517052,44086780,12,eth0,24633,1019265,bps,11,5.0,29.0,2.0
548,2024-01-19 09:53:05,1983,1465,Mb,16,953716,170415,783301,6.0,6516892,44086940,12,eth0,56128,1203156,bps,11,5.0,40.0,2.0
549,2024-01-19 09:53:16,1983,1451,Mb,17,953727,170417,783309,2.0,6516904,44086928,12,eth0,36513,334960,bps,11,5.0,51.0,2.0
550,2024-01-19 09:53:27,1983,1451,Mb,17,953738,170420,783318,5.0,6516920,44086912,12,eth0,33395,59065,bps,11,6.0,2.0,2.0
551,2024-01-19 09:53:38,1983,1444,Mb,17,953749,170421,783328,37.0,6516936,44086896,12,eth0,37792,24388,bps,11,6.0,13.0,2.0
552,2024-01-19 09:53:49,1983,1464,Mb,16,953760,170423,783336,3.0,6516944,44086888,12,eth0,37972,633020,bps,11,6.0,24.0,2.0
553,2024-01-19 09:54:00,1983,1449,Mb,17,953771,170425,783345,,6516964,44086868,12,eth0,42174,740960,bps,11,6.0,35.0,2.0
554,2024-01-19 09:54:11,1983,1451,Mb,17,953782,170427,783354,65.0,6516972,44086860,12,eth0,47758,870284,bps,11,6.0,46.0,2.0
555,2024-01-19 09:54:22,1983,1464,Mb,16,953793,170429,783363,3.0,6516988,44086844,12,eth0,34548,592980,bps,11,6.0,57.0,2.0
556,2024-01-19 09:54:33,1983,1449,Mb,17,953803,170431,783372,,6516996,44086836,12,eth0,49740,437968,bps,11,7.0,8.0,2.0
557,2024-01-19 09:54:44,1983,1450,Mb,17,953814,170433,783381,43.0,6517016,44086816,12,eth0,30843,453048,bps,11,7.0,19.0,2.0
558,2024-01-19 09:54:55,1983,1464,Mb,16,953825,170435,783390,3.0,6517024,44086808,12,eth0,37736,422128,bps,11,7.0,30.0,2.0
559,2024-01-19 09:55:06,1983,1448,Mb,17,953836,170437,783398,5.0,6517040,44086792,12,eth0,36891,789827,bps,11,7.0,41.0,2.0
560,2024-01-19 09:55:17,1983,1449,Mb,17,953847,170439,783408,62.0,6517052,44086780,12,eth0,39860,269232,bps,11,7.0,52.0,2.0
561,2024-01-19 09:55:28,1983,1464,Mb,16,953858,170441,783416,2.0,6517060,44086772,12,eth0,41275,598249,bps,11,8.0,3.0,2.0
562,2024-01-19 09:55:39,1983,1449,Mb,17,953869,170443,783425,3.0,6517076,44086756,12,eth0,53804,667457,bps,11,8.0,14.0,2.0
563,2024-01-19 09:55:50,1983,1450,Mb,17,953880,170446,783434,5.0,6517100,44086732,12,eth0,40446,495104,bps,11,8.0,25.0,2.0
564,2024-01-19 09:56:01,1983,1441,Mb,17,953891,170447,783443,41.0,6517108,44086724,12,eth0,21521,575676,bps,11,8.0,36.0,2.0
565,2024-01-19 09:56:12,1983,1450,Mb,17,953901,170449,783452,1.0,6517120,44086712,12,eth0,35251,259676,bps,11,8.0,47.0,2.0
566,2024-01-19 09:56:23,1983,1447,Mb,17,953912,170451,783461,2.0,6525328,44078504,12,eth0,44592,524107,bps,11,8.0,58.0,2.0
567,2024-01-19 09:56:34,1983,1433,Mb,18,953923,170453,783470,65.0,6525472,44078360,12,eth0,28003,506393,bps,11,9.0,9.0,2.0
568,2024-01-19 09:56:45,1983,1463,Mb,16,953934,170455,783479,8.0,6525352,44078480,12,eth0,37566,714568,bps,11,9.0,20.0,2.0
569,2024-01-19 09:56:56,1983,1447,Mb,17,953945,170457,783487,2.0,6525368,44078464,12,eth0,53057,471478,bps,11,9.0,31.0,2.0
570,2024-01-19 09:57:07,1983,1450,Mb,17,953956,170459,783496,58.0,6525384,44078448,12,eth0,61726,400918,bps,11,9.0,42.0,2.0
571,2024-01-19 09:57:18,1983,1463,Mb,16,953967,170461,783505,4.0,6525400,44078432,12,eth0,46705,804356,bps,11,9.0,53.0,2.0
572,2024-01-19 09:57:29,1983,1447,Mb,17,953978,170463,783514,2.0,6525412,44078420,12,eth0,39350,484056,bps,11,10.0,4.0,2.0
573,2024-01-19 09:57:40,1983,1451,Mb,17,953989,170465,783523,65.0,6525428,44078404,12,eth0,47784,569972,bps,11,10.0,15.0,2.0
574,2024-01-19 09:57:51,1983,1460,Mb,16,953999,170467,783532,3.0,6525436,44078396,12,eth0,48638,1265275,bps,11,10.0,26.0,2.0
575,2024-01-19 09:58:02,1983,1448,Mb,17,954010,170469,783541,2.0,6525456,44078376,12,eth0,36718,433628,bps,11,10.0,37.0,2.0
576,2024-01-19 09:58:13,1983,1448,Mb,17,954021,170471,783550,51.0,6525472,44078360,12,eth0,24200,559732,bps,11,10.0,48.0,2.0
577,2024-01-19 09:58:24,1983,1460,Mb,16,954032,170473,783559,3.0,6525480,44078352,12,eth0,32579,557200,bps,11,10.0,59.0,2.0
578,2024-01-19 09:58:35,1983,1450,Mb,17,954043,170475,783567,6.0,6525496,44078336,12,eth0,33068,445752,bps,11,11.0,10.0,2.0
579,2024-01-19 09:58:47,1983,1450,Mb,17,954054,170477,783576,2.0,6525512,44078320,12,eth0,30689,1276596,bps,11,11.0,21.0,2.0
580,2024-01-19 09:58:58,1983,1444,Mb,17,954065,170479,783586,40.0,6525524,44078308,12,eth0,22331,852558,bps,11,11.0,32.0,2.0
581,2024-01-19 09:59:09,1983,1452,Mb,17,954076,170481,783594,1.0,6525540,44078292,12,eth0,53902,712208,bps,11,11.0,43.0,2.0
582,2024-01-19 09:59:20,1983,1446,Mb,17,954086,170484,783602,,6525552,44078280,12,eth0,48467,535246,bps,11,11.0,54.0,2.0
583,2024-01-19 09:59:31,1983,1444,Mb,17,954097,170485,783612,45.0,6525564,44078268,12,eth0,22931,858424,bps,11,12.0,5.0,2.0
584,2024-01-19 09:59:42,1983,1448,Mb,17,954108,170487,783621,4.0,6525580,44078252,12,eth0,53960,740153,bps,11,12.0,16.0,2.0
585,2024-01-19 09:59:53,1983,1450,Mb,17,954119,170489,783629,4.0,6525596,44078236,12,eth0,41441,986638,bps,11,12.0,27.0,2.0
586,2024-01-19 10:00:04,1983,1443,Mb,17,954130,170491,783639,51.0,6525608,44078224,12,eth0,32059,611756,bps,11,12.0,38.0,2.0
587,2024-01-19 10:00:15,1983,1452,Mb,17,954141,170493,783647,3.0,6525620,44078212,12,eth0,42457,529556,bps,11,12.0,49.0,2.0
588,2024-01-19 10:00:26,1983,1451,Mb,17,954152,170496,783656,14.0,6525632,44078200,12,eth0,41008,531395,bps,11,13.0,,2.0
589,2024-01-19 10:00:37,1983,1449,Mb,17,954163,170497,783665,8.0,6525648,44078184,12,eth0,51980,666161,bps,11,13.0,11.0,2.0
590,2024-01-19 10:00:48,1983,1451,Mb,17,954173,170499,783674,1.0,6525660,44078172,12,eth0,41372,1160894,bps,11,13.0,22.0,2.0
591,2024-01-19 10:00:59,1983,1448,Mb,17,954184,170501,783683,70.0,6525680,44078152,12,eth0,30038,1114041,bps,11,13.0,33.0,2.0
592,2024-01-19 10:01:10,1983,1464,Mb,16,954195,170503,783692,4.0,6525684,44078148,12,eth0,62206,978968,bps,11,13.0,44.0,2.0
593,2024-01-19 10:01:21,1983,1451,Mb,17,954206,170505,783700,1.0,6525704,44078128,12,eth0,38169,428705,bps,11,13.0,55.0,2.0
594,2024-01-19 10:01:32,1983,1440,Mb,17,954217,170507,783710,60.0,6525824,44078008,12,eth0,20113,1022734,bps,11,14.0,6.0,2.0
595,2024-01-19 10:01:43,1983,1450,Mb,17,954228,170509,783718,1.0,6525732,44078100,12,eth0,41950,446964,bps,11,14.0,17.0,2.0
596,2024-01-19 10:01:54,1983,1448,Mb,17,954239,170512,783727,5.0,6525752,44078080,12,eth0,40681,271604,bps,11,14.0,28.0,2.0
597,2024-01-19 10:02:05,1983,1440,Mb,17,954250,170513,783736,47.0,6525768,44078064,12,eth0,17526,265668,bps,11,14.0,39.0,2.0
598,2024-01-19 10:02:16,1983,1464,Mb,16,954260,170515,783745,5.0,6525780,44078052,12,eth0,30945,688404,bps,11,14.0,50.0,2.0
