,date_time,streamId,audioLevelsDb,left,right
0,2024-01-19 08:12:36,input_1,"[-23, -23]",-23,-23
1,2024-01-19 08:12:38,input_1,"[-22, -22]",-22,-22
2,2024-01-19 08:12:40,input_1,"[-20, -20]",-20,-20
3,2024-01-19 08:12:42,input_1,"[-22, -22]",-22,-22
4,2024-01-19 08:12:44,input_1,"[-21, -24]",-21,-24
5,2024-01-19 08:12:46,input_1,"[-24, -22]",-24,-22
6,2024-01-19 08:12:49,input_1,"[-21, -16]",-21,-16
7,2024-01-19 08:12:51,input_1,"[-17, -17]",-17,-17
8,2024-01-19 08:12:53,input_1,"[-16, -18]",-16,-18
9,2024-01-19 08:12:55,input_1,"[-19, -18]",-19,-18
10,2024-01-19 08:12:57,input_1,"[-19, -19]",-19,-19
11,2024-01-19 08:12:59,input_1,"[-20, -20]",-20,-20
12,2024-01-19 08:13:01,input_1,"[-18, -17]",-18,-17
13,2024-01-19 08:13:03,input_1,"[-19, -17]",-19,-17
14,2024-01-19 08:13:05,input_1,"[-21, -19]",-21,-19
15,2024-01-19 08:13:07,input_1,"[-22, -21]",-22,-21
16,2024-01-19 08:13:09,input_1,"[-23, -22]",-23,-22
17,2024-01-19 08:13:11,input_1,"[-26, -26]",-26,-26
18,2024-01-19 08:13:13,input_1,"[-32, -31]",-32,-31
19,2024-01-19 08:13:15,input_1,"[-38, -39]",-38,-39
20,2024-01-19 08:13:17,input_1,"[-35, -39]",-35,-39
21,2024-01-19 08:13:19,input_1,"[-34, -39]",-34,-39
22,2024-01-19 08:13:21,input_1,"[-28, -31]",-28,-31
23,2024-01-19 08:13:23,input_1,"[-30, -32]",-30,-32
24,2024-01-19 08:13:25,input_1,"[-33, -36]",-33,-36
25,2024-01-19 08:13:28,input_1,"[-34, -35]",-34,-35
26,2024-01-19 08:13:30,input_1,"[-32, -34]",-32,-34
27,2024-01-19 08:13:32,input_1,"[-30, -32]",-30,-32
28,2024-01-19 08:13:34,input_1,"[-29, -29]",-29,-29
29,2024-01-19 08:13:36,input_1,"[-28, -32]",-28,-32
30,2024-01-19 08:13:38,input_1,"[-27, -30]",-27,-30
31,2024-01-19 08:13:40,input_1,"[-25, -24]",-25,-24
32,2024-01-19 08:13:42,input_1,"[-28, -25]",-28,-25
33,2024-01-19 08:13:44,input_1,"[-26, -26]",-26,-26
34,2024-01-19 08:13:46,input_1,"[-31, -32]",-31,-32
35,2024-01-19 08:13:48,input_1,"[-36, -34]",-36,-34
36,2024-01-19 08:13:50,input_1,"[-21, -23]",-21,-23
37,2024-01-19 08:13:53,input_1,"[-18, -20]",-18,-20
38,2024-01-19 08:13:55,input_1,"[-19, -17]",-19,-17
39,2024-01-19 08:13:57,input_1,"[-16, -17]",-16,-17
40,2024-01-19 08:13:59,input_1,"[-26, -21]",-26,-21
41,2024-01-19 08:14:01,input_1,"[-26, -28]",-26,-28
42,2024-01-19 08:14:03,input_1,"[-30, -36]",-30,-36
43,2024-01-19 08:14:05,input_1,"[-36, -36]",-36,-36
44,2024-01-19 08:14:07,input_1,"[-31, -36]",-31,-36
45,2024-01-19 08:14:09,input_1,"[-31, -35]",-31,-35
46,2024-01-19 08:14:11,input_1,"[-38, -43]",-38,-43
47,2024-01-19 08:14:13,input_1,"[-34, -41]",-34,-41
48,2024-01-19 08:14:15,input_1,"[-40, -39]",-40,-39
49,2024-01-19 08:14:17,input_1,"[-42, -49]",-42,-49
50,2024-01-19 08:14:19,input_1,"[-42, -43]",-42,-43
51,2024-01-19 08:14:22,input_1,"[-43, -43]",-43,-43
52,2024-01-19 08:14:24,input_1,"[-39, -40]",-39,-40
53,2024-01-19 08:14:26,input_1,"[-31, -26]",-31,-26
54,2024-01-19 08:14:28,input_1,"[-25, -24]",-25,-24
55,2024-01-19 08:14:30,input_1,"[-26, -24]",-26,-24
56,2024-01-19 08:14:32,input_1,"[-27, -25]",-27,-25
57,2024-01-19 08:14:34,input_1,"[-33, -30]",-33,-30
58,2024-01-19 08:14:36,input_1,"[-35, -39]",-35,-39
59,2024-01-19 08:14:38,input_1,"[-36, -41]",-36,-41
60,2024-01-19 08:14:40,input_1,"[-39, -43]",-39,-43
61,2024-01-19 08:14:42,input_1,"[-38, -42]",-38,-42
62,2024-01-19 08:14:44,input_1,"[-35, -41]",-35,-41
63,2024-01-19 08:14:47,input_1,"[-36, -42]",-36,-42
64,2024-01-19 08:14:49,input_1,"[-32, -32]",-32,-32
65,2024-01-19 08:14:51,input_1,"[-32, -29]",-32,-29
66,2024-01-19 08:14:53,input_1,"[-33, -33]",-33,-33
67,2024-01-19 08:14:55,input_1,"[-43, -37]",-43,-37
68,2024-01-19 08:14:57,input_1,"[-44, -47]",-44,-47
69,2024-01-19 08:14:59,input_1,"[-49, -54]",-49,-54
70,2024-01-19 08:15:01,input_1,"[-48, -40]",-48,-40
71,2024-01-19 08:15:03,input_1,"[-41, -39]",-41,-39
72,2024-01-19 08:15:05,input_1,"[-37, -37]",-37,-37
73,2024-01-19 08:15:07,input_1,"[-39, -35]",-39,-35
74,2024-01-19 08:15:09,input_1,"[-53, -51]",-53,-51
75,2024-01-19 08:15:11,input_1,"[-43, -39]",-43,-39
76,2024-01-19 08:15:13,input_1,"[-37, -36]",-37,-36
77,2024-01-19 08:15:15,input_1,"[-36, -37]",-36,-37
78,2024-01-19 08:15:17,input_1,"[-37, -34]",-37,-34
79,2024-01-19 08:15:19,input_1,"[-38, -34]",-38,-34
80,2024-01-19 08:15:22,input_1,"[-38, -38]",-38,-38
81,2024-01-19 08:15:24,input_1,"[-44, -43]",-44,-43
82,2024-01-19 08:15:26,input_1,"[-44, -40]",-44,-40
83,2024-01-19 08:15:28,input_1,"[-35, -32]",-35,-32
84,2024-01-19 08:15:30,input_1,"[-35, -33]",-35,-33
85,2024-01-19 08:15:32,input_1,"[-30, -36]",-30,-36
86,2024-01-19 08:15:34,input_1,"[-31, -32]",-31,-32
87,2024-01-19 08:15:36,input_1,"[-33, -34]",-33,-34
88,2024-01-19 08:15:38,input_1,"[-32, -32]",-32,-32
89,2024-01-19 08:15:40,input_1,"[-32, -36]",-32,-36
90,2024-01-19 08:15:42,input_1,"[-73, -73]",-73,-73
91,2024-01-19 08:15:44,input_1,"[-73, -73]",-73,-73
92,2024-01-19 08:15:46,input_1,"[-73, -71]",-73,-71
93,2024-01-19 08:15:48,input_1,"[-43, -47]",-43,-47
94,2024-01-19 08:15:50,input_1,"[-45, -49]",-45,-49
95,2024-01-19 08:15:53,input_1,"[-49, -50]",-49,-50
96,2024-01-19 08:15:55,input_1,"[-42, -43]",-42,-43
97,2024-01-19 08:15:57,input_1,"[-34, -30]",-34,-30
98,2024-01-19 08:15:59,input_1,"[-34, -31]",-34,-31
99,2024-01-19 08:16:01,input_1,"[-39, -37]",-39,-37
100,2024-01-19 08:16:03,input_1,"[-44, -47]",-44,-47
101,2024-01-19 08:16:05,input_1,"[-42, -43]",-42,-43
102,2024-01-19 08:16:07,input_1,"[-41, -38]",-41,-38
103,2024-01-19 08:16:09,input_1,"[-36, -33]",-36,-33
104,2024-01-19 08:16:11,input_1,"[-35, -32]",-35,-32
105,2024-01-19 08:16:13,input_1,"[-34, -35]",-34,-35
106,2024-01-19 08:16:15,input_1,"[-41, -43]",-41,-43
107,2024-01-19 08:16:17,input_1,"[-44, -44]",-44,-44
108,2024-01-19 08:16:19,input_1,"[-42, -38]",-42,-38
109,2024-01-19 08:16:22,input_1,"[-40, -38]",-40,-38
110,2024-01-19 08:16:24,input_1,"[-35, -35]",-35,-35
111,2024-01-19 08:16:26,input_1,"[-40, -37]",-40,-37
112,2024-01-19 08:16:28,input_1,"[-49, -50]",-49,-50
113,2024-01-19 08:16:30,input_1,"[-46, -51]",-46,-51
114,2024-01-19 08:16:32,input_1,"[-48, -48]",-48,-48
115,2024-01-19 08:16:34,input_1,"[-48, -46]",-48,-46
116,2024-01-19 08:16:36,input_1,"[-48, -48]",-48,-48
117,2024-01-19 08:16:38,input_1,"[-51, -52]",-51,-52
118,2024-01-19 08:16:40,input_1,"[-36, -41]",-36,-41
119,2024-01-19 08:16:42,input_1,"[-39, -40]",-39,-40
120,2024-01-19 08:16:44,input_1,"[-44, -40]",-44,-40
121,2024-01-19 08:16:46,input_1,"[-40, -38]",-40,-38
122,2024-01-19 08:16:49,input_1,"[-42, -49]",-42,-49
123,2024-01-19 08:16:51,input_1,"[-51, -54]",-51,-54
124,2024-01-19 08:16:53,input_1,"[-35, -36]",-35,-36
125,2024-01-19 08:16:55,input_1,"[-36, -36]",-36,-36
126,2024-01-19 08:16:57,input_1,"[-54, -57]",-54,-57
127,2024-01-19 08:16:59,input_1,"[-65, -63]",-65,-63
128,2024-01-19 08:17:01,input_1,"[-53, -51]",-53,-51
129,2024-01-19 08:17:03,input_1,"[-21, -30]",-21,-30
130,2024-01-19 08:17:05,input_1,"[-21, -28]",-21,-28
131,2024-01-19 08:17:07,input_1,"[-37, -27]",-37,-27
132,2024-01-19 08:17:09,input_1,"[-27, -30]",-27,-30
133,2024-01-19 08:17:11,input_1,"[-31, -33]",-31,-33
134,2024-01-19 08:17:13,input_1,"[-36, -32]",-36,-32
135,2024-01-19 08:17:15,input_1,"[-35, -33]",-35,-33
136,2024-01-19 08:17:17,input_1,"[-35, -31]",-35,-31
137,2024-01-19 08:17:19,input_1,"[-24, -27]",-24,-27
138,2024-01-19 08:17:21,input_1,"[-26, -30]",-26,-30
139,2024-01-19 08:17:24,input_1,"[-32, -33]",-32,-33
140,2024-01-19 08:17:26,input_1,"[-34, -30]",-34,-30
141,2024-01-19 08:17:28,input_1,"[-32, -32]",-32,-32
142,2024-01-19 08:17:30,input_1,"[-28, -29]",-28,-29
143,2024-01-19 08:17:32,input_1,"[-26, -26]",-26,-26
144,2024-01-19 08:17:34,input_1,"[-26, -20]",-26,-20
145,2024-01-19 08:17:36,input_1,"[-44, -39]",-44,-39
146,2024-01-19 08:17:38,input_1,"[-49, -47]",-49,-47
147,2024-01-19 08:17:40,input_1,"[-44, -47]",-44,-47
148,2024-01-19 08:17:42,input_1,"[-42, -46]",-42,-46
149,2024-01-19 08:17:44,input_1,"[-39, -34]",-39,-34
150,2024-01-19 08:17:46,input_1,"[-35, -33]",-35,-33
151,2024-01-19 08:17:48,input_1,"[-36, -35]",-36,-35
152,2024-01-19 08:17:50,input_1,"[-35, -34]",-35,-34
153,2024-01-19 08:17:52,input_1,"[-39, -40]",-39,-40
154,2024-01-19 08:17:54,input_1,"[-40, -42]",-40,-42
155,2024-01-19 08:17:56,input_1,"[-42, -45]",-42,-45
156,2024-01-19 08:17:58,input_1,"[-29, -29]",-29,-29
157,2024-01-19 08:18:00,input_1,"[-27, -29]",-27,-29
158,2024-01-19 08:18:02,input_1,"[-25, -25]",-25,-25
159,2024-01-19 08:18:05,input_1,"[-26, -25]",-26,-25
160,2024-01-19 08:18:07,input_1,"[-48, -48]",-48,-48
161,2024-01-19 08:18:09,input_1,"[-46, -47]",-46,-47
162,2024-01-19 08:18:11,input_1,"[-38, -39]",-38,-39
163,2024-01-19 08:18:13,input_1,"[-28, -29]",-28,-29
164,2024-01-19 08:18:15,input_1,"[-27, -26]",-27,-26
165,2024-01-19 08:18:17,input_1,"[-32, -31]",-32,-31
166,2024-01-19 08:18:19,input_1,"[-28, -30]",-28,-30
167,2024-01-19 08:18:21,input_1,"[-30, -31]",-30,-31
168,2024-01-19 08:18:23,input_1,"[-24, -25]",-24,-25
169,2024-01-19 08:18:25,input_1,"[-18, -19]",-18,-19
170,2024-01-19 08:18:27,input_1,"[-17, -15]",-17,-15
171,2024-01-19 08:18:29,input_1,"[-18, -19]",-18,-19
172,2024-01-19 08:18:32,input_1,"[-16, -16]",-16,-16
173,2024-01-19 08:18:34,input_1,"[-18, -16]",-18,-16
174,2024-01-19 08:18:36,input_1,"[-20, -19]",-20,-19
175,2024-01-19 08:18:38,input_1,"[-18, -14]",-18,-14
176,2024-01-19 08:18:40,input_1,"[-15, -13]",-15,-13
177,2024-01-19 08:18:42,input_1,"[-17, -19]",-17,-19
178,2024-01-19 08:18:44,input_1,"[-22, -20]",-22,-20
179,2024-01-19 08:18:46,input_1,"[-23, -17]",-23,-17
180,2024-01-19 08:18:48,input_1,"[-25, -23]",-25,-23
181,2024-01-19 08:18:50,input_1,"[-25, -27]",-25,-27
182,2024-01-19 08:18:52,input_1,"[-21, -25]",-21,-25
183,2024-01-19 08:18:54,input_1,"[-18, -19]",-18,-19
184,2024-01-19 08:18:57,input_1,"[-22, -20]",-22,-20
185,2024-01-19 08:18:59,input_1,"[-20, -21]",-20,-21
186,2024-01-19 08:19:01,input_1,"[-23, -24]",-23,-24
187,2024-01-19 08:19:03,input_1,"[-28, -26]",-28,-26
188,2024-01-19 08:19:05,input_1,"[-26, -24]",-26,-24
189,2024-01-19 08:19:07,input_1,"[-23, -20]",-23,-20
190,2024-01-19 08:19:09,input_1,"[-19, -19]",-19,-19
191,2024-01-19 08:19:11,input_1,"[-18, -16]",-18,-16
192,2024-01-19 08:19:13,input_1,"[-25, -19]",-25,-19
193,2024-01-19 08:19:15,input_1,"[-51, -50]",-51,-50
194,2024-01-19 08:19:17,input_1,"[-44, -36]",-44,-36
195,2024-01-19 08:19:19,input_1,"[-43, -39]",-43,-39
196,2024-01-19 08:19:21,input_1,"[-42, -44]",-42,-44
197,2024-01-19 08:19:24,input_1,"[-37, -36]",-37,-36
198,2024-01-19 08:19:26,input_1,"[-32, -34]",-32,-34
199,2024-01-19 08:19:28,input_1,"[-35, -33]",-35,-33
200,2024-01-19 08:19:30,input_1,"[-46, -43]",-46,-43
201,2024-01-19 08:19:32,input_1,"[-63, -62]",-63,-62
202,2024-01-19 08:19:34,input_1,"[-51, -47]",-51,-47
203,2024-01-19 08:19:36,input_1,"[-49, -45]",-49,-45
204,2024-01-19 08:19:38,input_1,"[-49, -50]",-49,-50
205,2024-01-19 08:19:40,input_1,"[-37, -38]",-37,-38
206,2024-01-19 08:19:42,input_1,"[-40, -41]",-40,-41
207,2024-01-19 08:19:44,input_1,"[-39, -41]",-39,-41
208,2024-01-19 08:19:46,input_1,"[-38, -39]",-38,-39
209,2024-01-19 08:19:48,input_1,"[-29, -31]",-29,-31
210,2024-01-19 08:19:50,input_1,"[-31, -31]",-31,-31
211,2024-01-19 08:19:52,input_1,"[-32, -32]",-32,-32
212,2024-01-19 08:19:54,input_1,"[-50, -50]",-50,-50
213,2024-01-19 08:19:56,input_1,"[-55, -43]",-55,-43
214,2024-01-19 08:19:58,input_1,"[-55, -44]",-55,-44
215,2024-01-19 08:20:01,input_1,"[-41, -44]",-41,-44
216,2024-01-19 08:20:03,input_1,"[-54, -56]",-54,-56
217,2024-01-19 08:20:05,input_1,"[-44, -45]",-44,-45
218,2024-01-19 08:20:07,input_1,"[-45, -45]",-45,-45
219,2024-01-19 08:20:09,input_1,"[-48, -49]",-48,-49
220,2024-01-19 08:20:11,input_1,"[-41, -39]",-41,-39
221,2024-01-19 08:20:13,input_1,"[-40, -38]",-40,-38
222,2024-01-19 08:20:15,input_1,"[-39, -40]",-39,-40
223,2024-01-19 08:20:17,input_1,"[-38, -40]",-38,-40
224,2024-01-19 08:20:19,input_1,"[-53, -54]",-53,-54
225,2024-01-19 08:20:21,input_1,"[-59, -60]",-59,-60
226,2024-01-19 08:20:23,input_1,"[-57, -61]",-57,-61
227,2024-01-19 08:20:25,input_1,"[-63, -68]",-63,-68
228,2024-01-19 08:20:27,input_1,"[-48, -30]",-48,-30
229,2024-01-19 08:20:29,input_1,"[-48, -33]",-48,-33
230,2024-01-19 08:20:31,input_1,"[-34, -29]",-34,-29
231,2024-01-19 08:20:33,input_1,"[-32, -31]",-32,-31
232,2024-01-19 08:20:35,input_1,"[-42, -42]",-42,-42
233,2024-01-19 08:20:37,input_1,"[-37, -42]",-37,-42
234,2024-01-19 08:20:39,input_1,"[-39, -41]",-39,-41
235,2024-01-19 08:20:41,input_1,"[-46, -45]",-46,-45
236,2024-01-19 08:20:44,input_1,"[-56, -55]",-56,-55
237,2024-01-19 08:20:46,input_1,"[-43, -45]",-43,-45
238,2024-01-19 08:20:48,input_1,"[-44, -45]",-44,-45
239,2024-01-19 08:20:50,input_1,"[-49, -47]",-49,-47
240,2024-01-19 08:20:52,input_1,"[-39, -39]",-39,-39
241,2024-01-19 08:20:54,input_1,"[-29, -35]",-29,-35
242,2024-01-19 08:20:56,input_1,"[-25, -25]",-25,-25
243,2024-01-19 08:20:58,input_1,"[-26, -27]",-26,-27
244,2024-01-19 08:21:00,input_1,"[-28, -33]",-28,-33
245,2024-01-19 08:21:02,input_1,"[-30, -30]",-30,-30
246,2024-01-19 08:21:04,input_1,"[-31, -32]",-31,-32
247,2024-01-19 08:21:06,input_1,"[-28, -29]",-28,-29
248,2024-01-19 08:21:08,input_1,"[-31, -32]",-31,-32
249,2024-01-19 08:21:10,input_1,"[-17, -20]",-17,-20
250,2024-01-19 08:21:13,input_1,"[-24, -20]",-24,-20
251,2024-01-19 08:21:15,input_1,"[-26, -28]",-26,-28
252,2024-01-19 08:21:17,input_1,"[-15, -23]",-15,-23
253,2024-01-19 08:21:19,input_1,"[-26, -25]",-26,-25
254,2024-01-19 08:21:21,input_1,"[-25, -29]",-25,-29
255,2024-01-19 08:21:23,input_1,"[-24, -23]",-24,-23
256,2024-01-19 08:21:25,input_1,"[-21, -22]",-21,-22
257,2024-01-19 08:21:27,input_1,"[-24, -25]",-24,-25
258,2024-01-19 08:21:29,input_1,"[-26, -25]",-26,-25
259,2024-01-19 08:21:31,input_1,"[-21, -24]",-21,-24
260,2024-01-19 08:21:33,input_1,"[-25, -24]",-25,-24
261,2024-01-19 08:21:35,input_1,"[-25, -26]",-25,-26
262,2024-01-19 08:21:37,input_1,"[-23, -23]",-23,-23
263,2024-01-19 08:21:39,input_1,"[-22, -21]",-22,-21
264,2024-01-19 08:21:41,input_1,"[-22, -23]",-22,-23
265,2024-01-19 08:21:43,input_1,"[-52, -49]",-52,-49
266,2024-01-19 08:21:45,input_1,"[-60, -53]",-60,-53
267,2024-01-19 08:21:48,input_1,"[-54, -57]",-54,-57
268,2024-01-19 08:21:50,input_1,"[-61, -66]",-61,-66
269,2024-01-19 08:21:52,input_1,"[-31, -31]",-31,-31
270,2024-01-19 08:21:54,input_1,"[-30, -30]",-30,-30
271,2024-01-19 08:21:56,input_1,"[-73, -73]",-73,-73
272,2024-01-19 08:21:58,input_1,"[-40, -45]",-40,-45
273,2024-01-19 08:22:00,input_1,"[-39, -45]",-39,-45
274,2024-01-19 08:22:02,input_1,"[-39, -38]",-39,-38
275,2024-01-19 08:22:04,input_1,"[-36, -35]",-36,-35
276,2024-01-19 08:22:06,input_1,"[-36, -33]",-36,-33
277,2024-01-19 08:22:08,input_1,"[-42, -39]",-42,-39
278,2024-01-19 08:22:10,input_1,"[-41, -40]",-41,-40
279,2024-01-19 08:22:12,input_1,"[-37, -34]",-37,-34
280,2024-01-19 08:22:15,input_1,"[-28, -28]",-28,-28
281,2024-01-19 08:22:17,input_1,"[-27, -24]",-27,-24
282,2024-01-19 08:22:19,input_1,"[-33, -39]",-33,-39
283,2024-01-19 08:22:21,input_1,"[-38, -41]",-38,-41
284,2024-01-19 08:22:23,input_1,"[-35, -39]",-35,-39
285,2024-01-19 08:22:25,input_1,"[-20, -20]",-20,-20
286,2024-01-19 08:22:27,input_1,"[-17, -24]",-17,-24
287,2024-01-19 08:22:29,input_1,"[-27, -26]",-27,-26
288,2024-01-19 08:22:31,input_1,"[-27, -31]",-27,-31
289,2024-01-19 08:22:33,input_1,"[-23, -23]",-23,-23
290,2024-01-19 08:22:35,input_1,"[-22, -22]",-22,-22
291,2024-01-19 08:22:37,input_1,"[-20, -20]",-20,-20
292,2024-01-19 08:22:39,input_1,"[-22, -22]",-22,-22
293,2024-01-19 08:22:41,input_1,"[-21, -24]",-21,-24
294,2024-01-19 08:22:43,input_1,"[-24, -22]",-24,-22
295,2024-01-19 08:22:45,input_1,"[-21, -16]",-21,-16
296,2024-01-19 08:22:47,input_1,"[-17, -17]",-17,-17
297,2024-01-19 08:22:50,input_1,"[-16, -18]",-16,-18
298,2024-01-19 08:22:52,input_1,"[-19, -18]",-19,-18
299,2024-01-19 08:22:54,input_1,"[-19, -19]",-19,-19
300,2024-01-19 08:22:56,input_1,"[-20, -20]",-20,-20
301,2024-01-19 08:22:58,input_1,"[-18, -17]",-18,-17
302,2024-01-19 08:23:00,input_1,"[-19, -17]",-19,-17
303,2024-01-19 08:23:02,input_1,"[-21, -19]",-21,-19
304,2024-01-19 08:23:04,input_1,"[-22, -21]",-22,-21
305,2024-01-19 08:23:06,input_1,"[-23, -22]",-23,-22
306,2024-01-19 08:23:08,input_1,"[-26, -26]",-26,-26
307,2024-01-19 08:23:10,input_1,"[-32, -31]",-32,-31
308,2024-01-19 08:23:12,input_1,"[-38, -39]",-38,-39
309,2024-01-19 08:23:14,input_1,"[-35, -39]",-35,-39
310,2024-01-19 08:23:16,input_1,"[-34, -39]",-34,-39
311,2024-01-19 08:23:18,input_1,"[-28, -31]",-28,-31
312,2024-01-19 08:23:20,input_1,"[-30, -32]",-30,-32
313,2024-01-19 08:23:22,input_1,"[-33, -36]",-33,-36
314,2024-01-19 08:23:24,input_1,"[-34, -35]",-34,-35
315,2024-01-19 08:23:27,input_1,"[-32, -34]",-32,-34
316,2024-01-19 08:23:29,input_1,"[-30, -32]",-30,-32
317,2024-01-19 08:23:31,input_1,"[-29, -29]",-29,-29
318,2024-01-19 08:23:33,input_1,"[-28, -32]",-28,-32
319,2024-01-19 08:23:35,input_1,"[-27, -30]",-27,-30
320,2024-01-19 08:23:37,input_1,"[-25, -24]",-25,-24
321,2024-01-19 08:23:39,input_1,"[-28, -25]",-28,-25
322,2024-01-19 08:23:41,input_1,"[-26, -26]",-26,-26
323,2024-01-19 08:23:43,input_1,"[-31, -32]",-31,-32
324,2024-01-19 08:23:45,input_1,"[-36, -34]",-36,-34
325,2024-01-19 08:23:47,input_1,"[-21, -23]",-21,-23
326,2024-01-19 08:23:50,input_1,"[-18, -20]",-18,-20
327,2024-01-19 08:23:52,input_1,"[-19, -17]",-19,-17
328,2024-01-19 08:23:54,input_1,"[-16, -17]",-16,-17
329,2024-01-19 08:23:56,input_1,"[-26, -21]",-26,-21
330,2024-01-19 08:23:58,input_1,"[-26, -28]",-26,-28
331,2024-01-19 08:24:00,input_1,"[-30, -36]",-30,-36
332,2024-01-19 08:24:02,input_1,"[-36, -36]",-36,-36
333,2024-01-19 08:24:04,input_1,"[-31, -36]",-31,-36
334,2024-01-19 08:24:06,input_1,"[-31, -35]",-31,-35
335,2024-01-19 08:24:08,input_1,"[-38, -43]",-38,-43
336,2024-01-19 08:24:10,input_1,"[-34, -41]",-34,-41
337,2024-01-19 08:24:12,input_1,"[-40, -39]",-40,-39
338,2024-01-19 08:24:14,input_1,"[-42, -49]",-42,-49
339,2024-01-19 08:24:16,input_1,"[-42, -43]",-42,-43
340,2024-01-19 08:24:18,input_1,"[-43, -43]",-43,-43
341,2024-01-19 08:24:21,input_1,"[-39, -40]",-39,-40
342,2024-01-19 08:24:23,input_1,"[-31, -26]",-31,-26
343,2024-01-19 08:24:25,input_1,"[-25, -24]",-25,-24
344,2024-01-19 08:24:27,input_1,"[-26, -24]",-26,-24
345,2024-01-19 08:24:29,input_1,"[-27, -25]",-27,-25
346,2024-01-19 08:24:31,input_1,"[-33, -30]",-33,-30
347,2024-01-19 08:24:33,input_1,"[-35, -39]",-35,-39
348,2024-01-19 08:24:35,input_1,"[-36, -41]",-36,-41
349,2024-01-19 08:24:37,input_1,"[-39, -43]",-39,-43
350,2024-01-19 08:24:39,input_1,"[-38, -42]",-38,-42
351,2024-01-19 08:24:41,input_1,"[-39, -43]",-39,-43
352,2024-01-19 08:24:43,input_1,"[-37, -43]",-37,-43
353,2024-01-19 08:24:45,input_1,"[-32, -32]",-32,-32
354,2024-01-19 08:24:48,input_1,"[-32, -29]",-32,-29
355,2024-01-19 08:24:50,input_1,"[-33, -33]",-33,-33
356,2024-01-19 08:24:52,input_1,"[-43, -37]",-43,-37
357,2024-01-19 08:24:54,input_1,"[-44, -47]",-44,-47
358,2024-01-19 08:24:56,input_1,"[-49, -54]",-49,-54
359,2024-01-19 08:24:58,input_1,"[-48, -40]",-48,-40
360,2024-01-19 08:25:00,input_1,"[-41, -39]",-41,-39
361,2024-01-19 08:25:02,input_1,"[-37, -37]",-37,-37
362,2024-01-19 08:25:04,input_1,"[-39, -35]",-39,-35
363,2024-01-19 08:25:06,input_1,"[-53, -51]",-53,-51
364,2024-01-19 08:25:08,input_1,"[-43, -39]",-43,-39
365,2024-01-19 08:25:10,input_1,"[-37, -36]",-37,-36
366,2024-01-19 08:25:12,input_1,"[-36, -37]",-36,-37
367,2024-01-19 08:25:14,input_1,"[-37, -34]",-37,-34
368,2024-01-19 08:25:16,input_1,"[-38, -34]",-38,-34
369,2024-01-19 08:25:18,input_1,"[-38, -38]",-38,-38
370,2024-01-19 08:25:20,input_1,"[-44, -43]",-44,-43
371,2024-01-19 08:25:22,input_1,"[-44, -40]",-44,-40
372,2024-01-19 08:25:25,input_1,"[-35, -32]",-35,-32
373,2024-01-19 08:25:27,input_1,"[-35, -33]",-35,-33
374,2024-01-19 08:25:29,input_1,"[-30, -36]",-30,-36
375,2024-01-19 08:25:31,input_1,"[-31, -32]",-31,-32
376,2024-01-19 08:25:33,input_1,"[-33, -34]",-33,-34
377,2024-01-19 08:25:35,input_1,"[-32, -32]",-32,-32
378,2024-01-19 08:25:37,input_1,"[-32, -36]",-32,-36
379,2024-01-19 08:25:39,input_1,"[-75, -73]",-75,-73
380,2024-01-19 08:25:41,input_1,"[-73, -73]",-73,-73
381,2024-01-19 08:25:43,input_1,"[-73, -71]",-73,-71
382,2024-01-19 08:25:45,input_1,"[-43, -47]",-43,-47
383,2024-01-19 08:25:47,input_1,"[-45, -49]",-45,-49
384,2024-01-19 08:25:49,input_1,"[-49, -50]",-49,-50
385,2024-01-19 08:25:51,input_1,"[-42, -43]",-42,-43
386,2024-01-19 08:25:54,input_1,"[-34, -30]",-34,-30
387,2024-01-19 08:25:56,input_1,"[-34, -31]",-34,-31
388,2024-01-19 08:25:58,input_1,"[-39, -37]",-39,-37
389,2024-01-19 08:26:00,input_1,"[-44, -47]",-44,-47
390,2024-01-19 08:26:02,input_1,"[-42, -43]",-42,-43
391,2024-01-19 08:26:04,input_1,"[-41, -38]",-41,-38
392,2024-01-19 08:26:06,input_1,"[-36, -33]",-36,-33
393,2024-01-19 08:26:08,input_1,"[-35, -32]",-35,-32
394,2024-01-19 08:26:10,input_1,"[-34, -35]",-34,-35
395,2024-01-19 08:26:12,input_1,"[-41, -43]",-41,-43
396,2024-01-19 08:26:14,input_1,"[-44, -44]",-44,-44
397,2024-01-19 08:26:16,input_1,"[-42, -38]",-42,-38
398,2024-01-19 08:26:18,input_1,"[-40, -38]",-40,-38
399,2024-01-19 08:26:20,input_1,"[-35, -35]",-35,-35
400,2024-01-19 08:26:22,input_1,"[-40, -37]",-40,-37
401,2024-01-19 08:26:24,input_1,"[-49, -50]",-49,-50
402,2024-01-19 08:26:27,input_1,"[-46, -51]",-46,-51
403,2024-01-19 08:26:29,input_1,"[-48, -48]",-48,-48
404,2024-01-19 08:26:31,input_1,"[-48, -46]",-48,-46
405,2024-01-19 08:26:33,input_1,"[-48, -48]",-48,-48
406,2024-01-19 08:26:35,input_1,"[-51, -52]",-51,-52
407,2024-01-19 08:26:37,input_1,"[-37, -39]",-37,-39
408,2024-01-19 08:26:39,input_1,"[-39, -41]",-39,-41
409,2024-01-19 08:26:41,input_1,"[-44, -40]",-44,-40
410,2024-01-19 08:26:43,input_1,"[-40, -38]",-40,-38
