,date_time,streamId,audioLevelsDb,left,right
2951,2024-01-19 09:54:11,input_1,"[-40, -41]",-40,-41
2952,2024-01-19 09:54:13,input_1,"[-40, -42]",-40,-42
2953,2024-01-19 09:54:15,input_1,"[-38, -40]",-38,-40
2954,2024-01-19 09:54:17,input_1,"[-32, -30]",-32,-30
2955,2024-01-19 09:54:19,input_1,"[-30, -28]",-30,-28
2956,2024-01-19 09:54:21,input_1,"[-33, -32]",-33,-32
2957,2024-01-19 09:54:23,input_1,"[-42, -38]",-42,-38
2958,2024-01-19 09:54:25,input_1,"[-47, -44]",-47,-44
2959,2024-01-19 09:54:27,input_1,"[-46, -50]",-46,-50
2960,2024-01-19 09:54:30,input_1,"[-47, -54]",-47,-54
2961,2024-01-19 09:54:32,input_1,"[-44, -50]",-44,-50
2962,2024-01-19 09:54:34,input_1,"[-41, -43]",-41,-43
2963,2024-01-19 09:54:36,input_1,"[-47, -44]",-47,-44
2964,2024-01-19 09:54:38,input_1,"[-58, -57]",-58,-57
2965,2024-01-19 09:54:40,input_1,"[-50, -50]",-50,-50
2966,2024-01-19 09:54:42,input_1,"[-46, -48]",-46,-48
2967,2024-01-19 09:54:44,input_1,"[-41, -36]",-41,-36
2968,2024-01-19 09:54:46,input_1,"[-36, -30]",-36,-30
2969,2024-01-19 09:54:48,input_1,"[-38, -35]",-38,-35
2970,2024-01-19 09:54:50,input_1,"[-40, -43]",-40,-43
2971,2024-01-19 09:54:52,input_1,"[-41, -44]",-41,-44
2972,2024-01-19 09:54:54,input_1,"[-43, -39]",-43,-39
2973,2024-01-19 09:54:56,input_1,"[-37, -39]",-37,-39
2974,2024-01-19 09:54:58,input_1,"[-36, -38]",-36,-38
2975,2024-01-19 09:55:01,input_1,"[-35, -37]",-35,-37
2976,2024-01-19 09:55:03,input_1,"[-33, -35]",-33,-35
2977,2024-01-19 09:55:05,input_1,"[-34, -33]",-34,-33
2978,2024-01-19 09:55:07,input_1,"[-33, -35]",-33,-35
2979,2024-01-19 09:55:09,input_1,"[-45, -44]",-45,-44
2980,2024-01-19 09:55:11,input_1,"[-74, -75]",-74,-75
2981,2024-01-19 09:55:13,input_1,"[-65, -66]",-65,-66
2982,2024-01-19 09:55:15,input_1,"[-67, -66]",-67,-66
2983,2024-01-19 09:55:17,input_1,"[-51, -46]",-51,-46
2984,2024-01-19 09:55:19,input_1,"[-37, -42]",-37,-42
2985,2024-01-19 09:55:21,input_1,"[-42, -40]",-42,-40
2986,2024-01-19 09:55:23,input_1,"[-38, -39]",-38,-39
2987,2024-01-19 09:55:25,input_1,"[-35, -34]",-35,-34
2988,2024-01-19 09:55:27,input_1,"[-36, -37]",-36,-37
2989,2024-01-19 09:55:29,input_1,"[-48, -47]",-48,-47
2990,2024-01-19 09:55:31,input_1,"[-41, -42]",-41,-42
2991,2024-01-19 09:55:33,input_1,"[-40, -36]",-40,-36
2992,2024-01-19 09:55:35,input_1,"[-38, -31]",-38,-31
2993,2024-01-19 09:55:38,input_1,"[-31, -27]",-31,-27
2994,2024-01-19 09:55:40,input_1,"[-26, -31]",-26,-31
2995,2024-01-19 09:55:42,input_1,"[-29, -33]",-29,-33
2996,2024-01-19 09:55:44,input_1,"[-42, -45]",-42,-45
2997,2024-01-19 09:55:46,input_1,"[-45, -45]",-45,-45
2998,2024-01-19 09:55:48,input_1,"[-40, -41]",-40,-41
2999,2024-01-19 09:55:50,input_1,"[-40, -40]",-40,-40
3000,2024-01-19 09:55:52,input_1,"[-41, -44]",-41,-44
3001,2024-01-19 09:55:54,input_1,"[-49, -48]",-49,-48
3002,2024-01-19 09:55:56,input_1,"[-47, -49]",-47,-49
3003,2024-01-19 09:55:58,input_1,"[-47, -51]",-47,-51
3004,2024-01-19 09:56:00,input_1,"[-51, -47]",-51,-47
3005,2024-01-19 09:56:02,input_1,"[-48, -46]",-48,-46
3006,2024-01-19 09:56:04,input_1,"[-48, -48]",-48,-48
3007,2024-01-19 09:56:06,input_1,"[-51, -52]",-51,-52
3008,2024-01-19 09:56:08,input_1,"[-37, -39]",-37,-39
3009,2024-01-19 09:56:10,input_1,"[-39, -41]",-39,-41
3010,2024-01-19 09:56:13,input_1,"[-44, -40]",-44,-40
3011,2024-01-19 09:56:15,input_1,"[-40, -38]",-40,-38
3012,2024-01-19 09:56:17,input_1,"[-42, -49]",-42,-49
3013,2024-01-19 09:56:19,input_1,"[-51, -54]",-51,-54
3014,2024-01-19 09:56:21,input_1,"[-35, -36]",-35,-36
3015,2024-01-19 09:56:23,input_1,"[-36, -36]",-36,-36
3016,2024-01-19 09:56:25,input_1,"[-54, -57]",-54,-57
3017,2024-01-19 09:56:27,input_1,"[-65, -63]",-65,-63
3018,2024-01-19 09:56:29,input_1,"[-53, -51]",-53,-51
3019,2024-01-19 09:56:31,input_1,"[-21, -30]",-21,-30
3020,2024-01-19 09:56:33,input_1,"[-21, -28]",-21,-28
3021,2024-01-19 09:56:35,input_1,"[-39, -34]",-39,-34
3022,2024-01-19 09:56:37,input_1,"[-55, -60]",-55,-60
3023,2024-01-19 09:56:40,input_1,"[-37, -35]",-37,-35
3024,2024-01-19 09:56:42,input_1,"[-36, -32]",-36,-32
3025,2024-01-19 09:56:44,input_1,"[-35, -33]",-35,-33
3026,2024-01-19 09:56:46,input_1,"[-35, -31]",-35,-31
3027,2024-01-19 09:56:48,input_1,"[-24, -27]",-24,-27
3028,2024-01-19 09:56:50,input_1,"[-26, -30]",-26,-30
3029,2024-01-19 09:56:52,input_1,"[-32, -34]",-32,-34
3030,2024-01-19 09:56:54,input_1,"[-34, -30]",-34,-30
3031,2024-01-19 09:56:56,input_1,"[-32, -32]",-32,-32
3032,2024-01-19 09:56:58,input_1,"[-28, -29]",-28,-29
3033,2024-01-19 09:57:00,input_1,"[-26, -26]",-26,-26
3034,2024-01-19 09:57:02,input_1,"[-26, -20]",-26,-20
3035,2024-01-19 09:57:04,input_1,"[-44, -39]",-44,-39
3036,2024-01-19 09:57:06,input_1,"[-49, -47]",-49,-47
3037,2024-01-19 09:57:08,input_1,"[-44, -47]",-44,-47
3038,2024-01-19 09:57:10,input_1,"[-42, -46]",-42,-46
3039,2024-01-19 09:57:12,input_1,"[-39, -34]",-39,-34
3040,2024-01-19 09:57:14,input_1,"[-35, -33]",-35,-33
3041,2024-01-19 09:57:16,input_1,"[-36, -35]",-36,-35
3042,2024-01-19 09:57:19,input_1,"[-35, -34]",-35,-34
3043,2024-01-19 09:57:21,input_1,"[-39, -40]",-39,-40
3044,2024-01-19 09:57:23,input_1,"[-40, -42]",-40,-42
3045,2024-01-19 09:57:25,input_1,"[-41, -44]",-41,-44
3046,2024-01-19 09:57:27,input_1,"[-29, -29]",-29,-29
3047,2024-01-19 09:57:29,input_1,"[-27, -29]",-27,-29
3048,2024-01-19 09:57:31,input_1,"[-25, -25]",-25,-25
3049,2024-01-19 09:57:33,input_1,"[-26, -25]",-26,-25
3050,2024-01-19 09:57:35,input_1,"[-48, -48]",-48,-48
3051,2024-01-19 09:57:37,input_1,"[-47, -48]",-47,-48
3052,2024-01-19 09:57:39,input_1,"[-38, -39]",-38,-39
3053,2024-01-19 09:57:41,input_1,"[-28, -29]",-28,-29
3054,2024-01-19 09:57:43,input_1,"[-27, -26]",-27,-26
3055,2024-01-19 09:57:45,input_1,"[-32, -31]",-32,-31
3056,2024-01-19 09:57:47,input_1,"[-28, -30]",-28,-30
3057,2024-01-19 09:57:49,input_1,"[-30, -31]",-30,-31
3058,2024-01-19 09:57:51,input_1,"[-24, -25]",-24,-25
3059,2024-01-19 09:57:54,input_1,"[-18, -19]",-18,-19
3060,2024-01-19 09:57:56,input_1,"[-17, -15]",-17,-15
3061,2024-01-19 09:57:58,input_1,"[-18, -19]",-18,-19
3062,2024-01-19 09:58:00,input_1,"[-16, -16]",-16,-16
3063,2024-01-19 09:58:02,input_1,"[-18, -16]",-18,-16
3064,2024-01-19 09:58:04,input_1,"[-19, -21]",-19,-21
3065,2024-01-19 09:58:06,input_1,"[-17, -15]",-17,-15
3066,2024-01-19 09:58:08,input_1,"[-15, -13]",-15,-13
3067,2024-01-19 09:58:10,input_1,"[-17, -19]",-17,-19
3068,2024-01-19 09:58:12,input_1,"[-22, -20]",-22,-20
3069,2024-01-19 09:58:14,input_1,"[-23, -17]",-23,-17
3070,2024-01-19 09:58:16,input_1,"[-25, -23]",-25,-23
3071,2024-01-19 09:58:18,input_1,"[-28, -29]",-28,-29
3072,2024-01-19 09:58:21,input_1,"[-21, -23]",-21,-23
3073,2024-01-19 09:58:23,input_1,"[-18, -19]",-18,-19
3074,2024-01-19 09:58:25,input_1,"[-22, -20]",-22,-20
3075,2024-01-19 09:58:27,input_1,"[-20, -21]",-20,-21
3076,2024-01-19 09:58:29,input_1,"[-23, -25]",-23,-25
3077,2024-01-19 09:58:31,input_1,"[-28, -25]",-28,-25
3078,2024-01-19 09:58:33,input_1,"[-26, -24]",-26,-24
3079,2024-01-19 09:58:35,input_1,"[-23, -20]",-23,-20
3080,2024-01-19 09:58:37,input_1,"[-19, -19]",-19,-19
3081,2024-01-19 09:58:40,input_1,"[-18, -16]",-18,-16
3082,2024-01-19 09:58:42,input_1,"[-25, -19]",-25,-19
3083,2024-01-19 09:58:44,input_1,"[-51, -50]",-51,-50
3084,2024-01-19 09:58:46,input_1,"[-35, -43]",-35,-43
3085,2024-01-19 09:58:48,input_1,"[-39, -38]",-39,-38
3086,2024-01-19 09:58:50,input_1,"[-45, -47]",-45,-47
3087,2024-01-19 09:58:52,input_1,"[-37, -37]",-37,-37
3088,2024-01-19 09:58:54,input_1,"[-31, -29]",-31,-29
3089,2024-01-19 09:58:56,input_1,"[-34, -32]",-34,-32
3090,2024-01-19 09:58:58,input_1,"[-48, -42]",-48,-42
3091,2024-01-19 09:59:00,input_1,"[-61, -61]",-61,-61
3092,2024-01-19 09:59:02,input_1,"[-58, -59]",-58,-59
3093,2024-01-19 09:59:05,input_1,"[-23, -23]",-23,-23
3094,2024-01-19 09:59:07,input_1,"[-24, -24]",-24,-24
3095,2024-01-19 09:59:09,input_1,"[-40, -41]",-40,-41
3096,2024-01-19 09:59:11,input_1,"[-38, -39]",-38,-39
3097,2024-01-19 09:59:13,input_1,"[-40, -40]",-40,-40
3098,2024-01-19 09:59:15,input_1,"[-40, -43]",-40,-43
3099,2024-01-19 09:59:17,input_1,"[-23, -26]",-23,-26
3100,2024-01-19 09:59:19,input_1,"[-23, -25]",-23,-25
3101,2024-01-19 09:59:21,input_1,"[-34, -29]",-34,-29
3102,2024-01-19 09:59:23,input_1,"[-60, -57]",-60,-57
3103,2024-01-19 09:59:25,input_1,"[-40, -42]",-40,-42
3104,2024-01-19 09:59:27,input_1,"[-35, -37]",-35,-37
3105,2024-01-19 09:59:29,input_1,"[-18, -10]",-18,-10
3106,2024-01-19 09:59:31,input_1,"[-17, -10]",-17,-10
3107,2024-01-19 09:59:33,input_1,"[-44, -39]",-44,-39
3108,2024-01-19 09:59:35,input_1,"[-45, -40]",-45,-40
3109,2024-01-19 09:59:37,input_1,"[-49, -54]",-49,-54
3110,2024-01-19 09:59:39,input_1,"[-35, -38]",-35,-38
3111,2024-01-19 09:59:41,input_1,"[-41, -40]",-41,-40
3112,2024-01-19 09:59:44,input_1,"[-39, -44]",-39,-44
3113,2024-01-19 09:59:46,input_1,"[-41, -44]",-41,-44
3114,2024-01-19 09:59:48,input_1,"[-54, -53]",-54,-53
3115,2024-01-19 09:59:50,input_1,"[-59, -62]",-59,-62
3116,2024-01-19 09:59:52,input_1,"[-65, -66]",-65,-66
3117,2024-01-19 09:59:54,input_1,"[-67, -68]",-67,-68
3118,2024-01-19 09:59:56,input_1,"[-47, -44]",-47,-44
3119,2024-01-19 09:59:58,input_1,"[-44, -42]",-44,-42
3120,2024-01-19 10:00:00,input_1,"[-42, -45]",-42,-45
3121,2024-01-19 10:00:02,input_1,"[-40, -39]",-40,-39
3122,2024-01-19 10:00:04,input_1,"[-41, -39]",-41,-39
3123,2024-01-19 10:00:06,input_1,"[-39, -39]",-39,-39
3124,2024-01-19 10:00:08,input_1,"[-38, -38]",-38,-38
3125,2024-01-19 10:00:10,input_1,"[-45, -48]",-45,-48
3126,2024-01-19 10:00:12,input_1,"[-64, -63]",-64,-63
3127,2024-01-19 10:00:14,input_1,"[-48, -47]",-48,-47
3128,2024-01-19 10:00:17,input_1,"[-46, -43]",-46,-43
3129,2024-01-19 10:00:19,input_1,"[-40, -41]",-40,-41
3130,2024-01-19 10:00:21,input_1,"[-40, -42]",-40,-42
3131,2024-01-19 10:00:23,input_1,"[-26, -33]",-26,-33
3132,2024-01-19 10:00:25,input_1,"[-23, -23]",-23,-23
3133,2024-01-19 10:00:27,input_1,"[-21, -24]",-21,-24
3134,2024-01-19 10:00:29,input_1,"[-27, -26]",-27,-26
3135,2024-01-19 10:00:31,input_1,"[-23, -18]",-23,-18
3136,2024-01-19 10:00:33,input_1,"[-18, -19]",-18,-19
3137,2024-01-19 10:00:35,input_1,"[-28, -24]",-28,-24
3138,2024-01-19 10:00:37,input_1,"[-33, -32]",-33,-32
3139,2024-01-19 10:00:39,input_1,"[-41, -40]",-41,-40
3140,2024-01-19 10:00:42,input_1,"[-21, -18]",-21,-18
3141,2024-01-19 10:00:44,input_1,"[-19, -21]",-19,-21
3142,2024-01-19 10:00:46,input_1,"[-21, -22]",-21,-22
3143,2024-01-19 10:00:48,input_1,"[-21, -22]",-21,-22
3144,2024-01-19 10:00:50,input_1,"[-29, -23]",-29,-23
3145,2024-01-19 10:00:52,input_1,"[-29, -30]",-29,-30
3146,2024-01-19 10:00:54,input_1,"[-27, -26]",-27,-26
3147,2024-01-19 10:00:56,input_1,"[-19, -20]",-19,-20
3148,2024-01-19 10:00:58,input_1,"[-20, -23]",-20,-23
3149,2024-01-19 10:01:00,input_1,"[-25, -24]",-25,-24
3150,2024-01-19 10:01:02,input_1,"[-31, -25]",-31,-25
3151,2024-01-19 10:01:04,input_1,"[-28, -29]",-28,-29
3152,2024-01-19 10:01:06,input_1,"[-25, -26]",-25,-26
3153,2024-01-19 10:01:08,input_1,"[-26, -26]",-26,-26
3154,2024-01-19 10:01:10,input_1,"[-37, -33]",-37,-33
3155,2024-01-19 10:01:12,input_1,"[-59, -59]",-59,-59
3156,2024-01-19 10:01:14,input_1,"[-67, -68]",-67,-68
3157,2024-01-19 10:01:16,input_1,"[-63, -69]",-63,-69
3158,2024-01-19 10:01:19,input_1,"[-64, -69]",-64,-69
3159,2024-01-19 10:01:21,input_1,"[-45, -45]",-45,-45
3160,2024-01-19 10:01:23,input_1,"[-43, -43]",-43,-43
3161,2024-01-19 10:01:25,input_1,"[-67, -69]",-67,-69
3162,2024-01-19 10:01:27,input_1,"[-46, -45]",-46,-45
3163,2024-01-19 10:01:29,input_1,"[-42, -46]",-42,-46
3164,2024-01-19 10:01:31,input_1,"[-40, -39]",-40,-39
3165,2024-01-19 10:01:33,input_1,"[-37, -36]",-37,-36
3166,2024-01-19 10:01:35,input_1,"[-37, -38]",-37,-38
3167,2024-01-19 10:01:37,input_1,"[-41, -46]",-41,-46
3168,2024-01-19 10:01:39,input_1,"[-37, -39]",-37,-39
3169,2024-01-19 10:01:41,input_1,"[-31, -31]",-31,-31
3170,2024-01-19 10:01:43,input_1,"[-27, -25]",-27,-25
3171,2024-01-19 10:01:45,input_1,"[-28, -27]",-28,-27
3172,2024-01-19 10:01:47,input_1,"[-43, -38]",-43,-38
3173,2024-01-19 10:01:49,input_1,"[-43, -41]",-43,-41
3174,2024-01-19 10:01:52,input_1,"[-38, -40]",-38,-40
3175,2024-01-19 10:01:54,input_1,"[-29, -26]",-29,-26
3176,2024-01-19 10:01:56,input_1,"[-27, -28]",-27,-28
3177,2024-01-19 10:01:58,input_1,"[-27, -29]",-27,-29
3178,2024-01-19 10:02:00,input_1,"[-25, -25]",-25,-25
3179,2024-01-19 10:02:02,input_1,"[-21, -23]",-21,-23
3180,2024-01-19 10:02:04,input_1,"[-21, -23]",-21,-23
3181,2024-01-19 10:02:06,input_1,"[-22, -23]",-22,-23
3182,2024-01-19 10:02:08,input_1,"[-22, -25]",-22,-25
3183,2024-01-19 10:02:10,input_1,"[-20, -18]",-20,-18
3184,2024-01-19 10:02:12,input_1,"[-15, -13]",-15,-13
3185,2024-01-19 10:02:14,input_1,"[-14, -15]",-14,-15
3186,2024-01-19 10:02:16,input_1,"[-17, -17]",-17,-17
3187,2024-01-19 10:02:18,input_1,"[-17, -20]",-17,-20
3188,2024-01-19 10:02:20,input_1,"[-20, -20]",-20,-20
3189,2024-01-19 10:02:22,input_1,"[-22, -21]",-22,-21
3190,2024-01-19 10:02:24,input_1,"[-19, -17]",-19,-17
3191,2024-01-19 10:02:27,input_1,"[-15, -15]",-15,-15
3192,2024-01-19 10:02:29,input_1,"[-15, -17]",-15,-17
3193,2024-01-19 10:02:31,input_1,"[-18, -21]",-18,-21
3194,2024-01-19 10:02:33,input_1,"[-20, -20]",-20,-20
3195,2024-01-19 10:02:35,input_1,"[-23, -21]",-23,-21
3196,2024-01-19 10:02:37,input_1,"[-27, -28]",-27,-28
3197,2024-01-19 10:02:39,input_1,"[-33, -34]",-33,-34
3198,2024-01-19 10:02:41,input_1,"[-40, -40]",-40,-40
3199,2024-01-19 10:02:43,input_1,"[-39, -41]",-39,-41
3200,2024-01-19 10:02:45,input_1,"[-38, -39]",-38,-39
3201,2024-01-19 10:02:47,input_1,"[-31, -34]",-31,-34
3202,2024-01-19 10:02:49,input_1,"[-29, -34]",-29,-34
3203,2024-01-19 10:02:51,input_1,"[-31, -37]",-31,-37
3204,2024-01-19 10:02:53,input_1,"[-30, -35]",-30,-35
3205,2024-01-19 10:02:55,input_1,"[-34, -39]",-34,-39
3206,2024-01-19 10:02:57,input_1,"[-31, -29]",-31,-29
3207,2024-01-19 10:02:59,input_1,"[-26, -25]",-26,-25
3208,2024-01-19 10:03:01,input_1,"[-29, -26]",-29,-26
3209,2024-01-19 10:03:04,input_1,"[-26, -28]",-26,-28
3210,2024-01-19 10:03:06,input_1,"[-28, -29]",-28,-29
3211,2024-01-19 10:03:08,input_1,"[-31, -29]",-31,-29
3212,2024-01-19 10:03:10,input_1,"[-30, -29]",-30,-29
3213,2024-01-19 10:03:12,input_1,"[-30, -29]",-30,-29
3214,2024-01-19 10:03:14,input_1,"[-21, -23]",-21,-23
3215,2024-01-19 10:03:16,input_1,"[-18, -18]",-18,-18
3216,2024-01-19 10:03:18,input_1,"[-18, -16]",-18,-16
3217,2024-01-19 10:03:20,input_1,"[-16, -17]",-16,-17
3218,2024-01-19 10:03:22,input_1,"[-17, -18]",-17,-18
3219,2024-01-19 10:03:24,input_1,"[-22, -20]",-22,-20
3220,2024-01-19 10:03:26,input_1,"[-23, -27]",-23,-27
3221,2024-01-19 10:03:28,input_1,"[-31, -29]",-31,-29
3222,2024-01-19 10:03:30,input_1,"[-34, -34]",-34,-34
3223,2024-01-19 10:03:33,input_1,"[-32, -39]",-32,-39
3224,2024-01-19 10:03:35,input_1,"[-31, -38]",-31,-38
3225,2024-01-19 10:03:37,input_1,"[-43, -37]",-43,-37
3226,2024-01-19 10:03:39,input_1,"[-33, -38]",-33,-38
3227,2024-01-19 10:03:41,input_1,"[-35, -38]",-35,-38
3228,2024-01-19 10:03:43,input_1,"[-40, -45]",-40,-45
3229,2024-01-19 10:03:45,input_1,"[-41, -43]",-41,-43
3230,2024-01-19 10:03:47,input_1,"[-43, -49]",-43,-49
3231,2024-01-19 10:03:49,input_1,"[-27, -30]",-27,-30
3232,2024-01-19 10:03:51,input_1,"[-26, -27]",-26,-27
3233,2024-01-19 10:03:53,input_1,"[-28, -29]",-28,-29
3234,2024-01-19 10:03:55,input_1,"[-28, -25]",-28,-25
3235,2024-01-19 10:03:57,input_1,"[-31, -27]",-31,-27
3236,2024-01-19 10:04:00,input_1,"[-29, -28]",-29,-28
3237,2024-01-19 10:04:02,input_1,"[-26, -26]",-26,-26
3238,2024-01-19 10:04:04,input_1,"[-39, -49]",-39,-49
3239,2024-01-19 10:04:06,input_1,"[-39, -44]",-39,-44
3240,2024-01-19 10:04:08,input_1,"[-40, -41]",-40,-41
3241,2024-01-19 10:04:10,input_1,"[-40, -42]",-40,-42
3242,2024-01-19 10:04:12,input_1,"[-38, -40]",-38,-40
3243,2024-01-19 10:04:14,input_1,"[-32, -30]",-32,-30
3244,2024-01-19 10:04:16,input_1,"[-30, -28]",-30,-28
3245,2024-01-19 10:04:18,input_1,"[-33, -32]",-33,-32
3246,2024-01-19 10:04:20,input_1,"[-42, -38]",-42,-38
3247,2024-01-19 10:04:22,input_1,"[-47, -44]",-47,-44
3248,2024-01-19 10:04:24,input_1,"[-46, -50]",-46,-50
3249,2024-01-19 10:04:26,input_1,"[-47, -54]",-47,-54
3250,2024-01-19 10:04:28,input_1,"[-44, -50]",-44,-50
3251,2024-01-19 10:04:31,input_1,"[-41, -43]",-41,-43
3252,2024-01-19 10:04:33,input_1,"[-47, -44]",-47,-44
3253,2024-01-19 10:04:35,input_1,"[-58, -57]",-58,-57
3254,2024-01-19 10:04:37,input_1,"[-50, -50]",-50,-50
3255,2024-01-19 10:04:39,input_1,"[-46, -48]",-46,-48
3256,2024-01-19 10:04:41,input_1,"[-41, -36]",-41,-36
3257,2024-01-19 10:04:43,input_1,"[-36, -30]",-36,-30
3258,2024-01-19 10:04:45,input_1,"[-38, -35]",-38,-35
3259,2024-01-19 10:04:47,input_1,"[-40, -43]",-40,-43
3260,2024-01-19 10:04:49,input_1,"[-41, -44]",-41,-44
3261,2024-01-19 10:04:51,input_1,"[-43, -39]",-43,-39
3262,2024-01-19 10:04:53,input_1,"[-37, -39]",-37,-39
3263,2024-01-19 10:04:55,input_1,"[-36, -38]",-36,-38
3264,2024-01-19 10:04:57,input_1,"[-35, -37]",-35,-37
3265,2024-01-19 10:04:59,input_1,"[-33, -35]",-33,-35
3266,2024-01-19 10:05:01,input_1,"[-33, -33]",-33,-33
3267,2024-01-19 10:05:03,input_1,"[-33, -35]",-33,-35
3268,2024-01-19 10:05:06,input_1,"[-45, -44]",-45,-44
3269,2024-01-19 10:05:08,input_1,"[-74, -75]",-74,-75
3270,2024-01-19 10:05:10,input_1,"[-65, -66]",-65,-66
3271,2024-01-19 10:05:12,input_1,"[-67, -66]",-67,-66
3272,2024-01-19 10:05:14,input_1,"[-51, -46]",-51,-46
3273,2024-01-19 10:05:16,input_1,"[-37, -42]",-37,-42
3274,2024-01-19 10:05:18,input_1,"[-42, -40]",-42,-40
3275,2024-01-19 10:05:20,input_1,"[-38, -39]",-38,-39
3276,2024-01-19 10:05:22,input_1,"[-35, -34]",-35,-34
3277,2024-01-19 10:05:24,input_1,"[-36, -37]",-36,-37
3278,2024-01-19 10:05:26,input_1,"[-48, -47]",-48,-47
3279,2024-01-19 10:05:28,input_1,"[-41, -42]",-41,-42
3280,2024-01-19 10:05:30,input_1,"[-40, -36]",-40,-36
3281,2024-01-19 10:05:32,input_1,"[-38, -31]",-38,-31
3282,2024-01-19 10:05:34,input_1,"[-31, -27]",-31,-27
3283,2024-01-19 10:05:36,input_1,"[-26, -31]",-26,-31
3284,2024-01-19 10:05:39,input_1,"[-29, -33]",-29,-33
3285,2024-01-19 10:05:41,input_1,"[-42, -45]",-42,-45
3286,2024-01-19 10:05:43,input_1,"[-45, -45]",-45,-45
3287,2024-01-19 10:05:45,input_1,"[-43, -42]",-43,-42
3288,2024-01-19 10:05:47,input_1,"[-40, -38]",-40,-38
3289,2024-01-19 10:05:49,input_1,"[-36, -38]",-36,-38
3290,2024-01-19 10:05:51,input_1,"[-42, -45]",-42,-45
3291,2024-01-19 10:05:53,input_1,"[-47, -49]",-47,-49
3292,2024-01-19 10:05:55,input_1,"[-47, -51]",-47,-51
3293,2024-01-19 10:05:57,input_1,"[-51, -47]",-51,-47
3294,2024-01-19 10:05:59,input_1,"[-48, -46]",-48,-46
3295,2024-01-19 10:06:01,input_1,"[-48, -48]",-48,-48
3296,2024-01-19 10:06:03,input_1,"[-51, -52]",-51,-52
3297,2024-01-19 10:06:05,input_1,"[-37, -39]",-37,-39
3298,2024-01-19 10:06:07,input_1,"[-39, -41]",-39,-41
3299,2024-01-19 10:06:09,input_1,"[-44, -40]",-44,-40
3300,2024-01-19 10:06:11,input_1,"[-40, -38]",-40,-38
3301,2024-01-19 10:06:14,input_1,"[-42, -49]",-42,-49
3302,2024-01-19 10:06:16,input_1,"[-51, -54]",-51,-54
3303,2024-01-19 10:06:18,input_1,"[-35, -36]",-35,-36
3304,2024-01-19 10:06:20,input_1,"[-36, -36]",-36,-36
3305,2024-01-19 10:06:22,input_1,"[-54, -57]",-54,-57
3306,2024-01-19 10:06:24,input_1,"[-65, -63]",-65,-63
3307,2024-01-19 10:06:26,input_1,"[-53, -51]",-53,-51
3308,2024-01-19 10:06:28,input_1,"[-21, -30]",-21,-30
3309,2024-01-19 10:06:30,input_1,"[-21, -28]",-21,-28
3310,2024-01-19 10:06:32,input_1,"[-42, -38]",-42,-38
3311,2024-01-19 10:06:34,input_1,"[-55, -60]",-55,-60
3312,2024-01-19 10:06:36,input_1,"[-37, -35]",-37,-35
3313,2024-01-19 10:06:38,input_1,"[-36, -32]",-36,-32
3314,2024-01-19 10:06:40,input_1,"[-35, -33]",-35,-33
3315,2024-01-19 10:06:43,input_1,"[-35, -31]",-35,-31
3316,2024-01-19 10:06:45,input_1,"[-24, -27]",-24,-27
3317,2024-01-19 10:06:47,input_1,"[-26, -30]",-26,-30
3318,2024-01-19 10:06:49,input_1,"[-32, -33]",-32,-33
3319,2024-01-19 10:06:51,input_1,"[-34, -30]",-34,-30
3320,2024-01-19 10:06:53,input_1,"[-32, -32]",-32,-32
3321,2024-01-19 10:06:55,input_1,"[-28, -29]",-28,-29
3322,2024-01-19 10:06:57,input_1,"[-26, -26]",-26,-26
3323,2024-01-19 10:06:59,input_1,"[-26, -20]",-26,-20
3324,2024-01-19 10:07:01,input_1,"[-44, -39]",-44,-39
3325,2024-01-19 10:07:03,input_1,"[-49, -47]",-49,-47
3326,2024-01-19 10:07:05,input_1,"[-48, -52]",-48,-52
3327,2024-01-19 10:07:07,input_1,"[-42, -47]",-42,-47
3328,2024-01-19 10:07:09,input_1,"[-39, -34]",-39,-34
3329,2024-01-19 10:07:11,input_1,"[-35, -33]",-35,-33
3330,2024-01-19 10:07:13,input_1,"[-36, -35]",-36,-35
3331,2024-01-19 10:07:15,input_1,"[-35, -34]",-35,-34
3332,2024-01-19 10:07:17,input_1,"[-39, -40]",-39,-40
3333,2024-01-19 10:07:19,input_1,"[-40, -42]",-40,-42
3334,2024-01-19 10:07:21,input_1,"[-41, -44]",-41,-44
3335,2024-01-19 10:07:23,input_1,"[-29, -29]",-29,-29
3336,2024-01-19 10:07:25,input_1,"[-27, -29]",-27,-29
3337,2024-01-19 10:07:27,input_1,"[-25, -25]",-25,-25
3338,2024-01-19 10:07:30,input_1,"[-26, -25]",-26,-25
3339,2024-01-19 10:07:32,input_1,"[-48, -48]",-48,-48
3340,2024-01-19 10:07:34,input_1,"[-46, -47]",-46,-47
3341,2024-01-19 10:07:36,input_1,"[-38, -39]",-38,-39
3342,2024-01-19 10:07:38,input_1,"[-28, -29]",-28,-29
3343,2024-01-19 10:07:40,input_1,"[-27, -26]",-27,-26
3344,2024-01-19 10:07:42,input_1,"[-32, -31]",-32,-31
3345,2024-01-19 10:07:44,input_1,"[-28, -30]",-28,-30
3346,2024-01-19 10:07:46,input_1,"[-25, -27]",-25,-27
3347,2024-01-19 10:07:48,input_1,"[-25, -25]",-25,-25
3348,2024-01-19 10:07:50,input_1,"[-18, -19]",-18,-19
3349,2024-01-19 10:07:52,input_1,"[-17, -15]",-17,-15
