,date_time,bitrate_out,bitrate,ts,streamId
439,2024-01-19 08:27:19,613,613,1705696039,input_1
440,2024-01-19 08:27:21,490,490,1705696041,input_1
441,2024-01-19 08:27:23,38,38,1705696043,input_1
442,2024-01-19 08:27:25,596,596,1705696045,input_1
443,2024-01-19 08:27:27,454,454,1705696047,input_1
444,2024-01-19 08:27:29,451,451,1705696049,input_1
445,2024-01-19 08:27:31,200,200,1705696051,input_1
446,2024-01-19 08:27:33,408,408,1705696053,input_1
447,2024-01-19 08:27:35,356,356,1705696055,input_1
448,2024-01-19 08:27:37,156,156,1705696057,input_1
449,2024-01-19 08:27:39,478,478,1705696059,input_1
450,2024-01-19 08:27:41,465,465,1705696061,input_1
451,2024-01-19 08:27:43,720,720,1705696063,input_1
452,2024-01-19 08:27:45,846,846,1705696065,input_1
453,2024-01-19 08:27:47,332,332,1705696067,input_1
454,2024-01-19 08:27:49,391,391,1705696069,input_1
455,2024-01-19 08:27:51,445,445,1705696071,input_1
456,2024-01-19 08:27:53,239,239,1705696073,input_1
457,2024-01-19 08:27:55,25,25,1705696075,input_1
458,2024-01-19 08:27:57,296,296,1705696077,input_1
459,2024-01-19 08:27:59,524,524,1705696079,input_1
460,2024-01-19 08:28:01,239,239,1705696081,input_1
461,2024-01-19 08:28:03,252,252,1705696083,input_1
462,2024-01-19 08:28:05,293,293,1705696085,input_1
463,2024-01-19 08:28:07,212,212,1705696087,input_1
464,2024-01-19 08:28:09,330,330,1705696089,input_1
465,2024-01-19 08:28:11,248,248,1705696091,input_1
466,2024-01-19 08:28:13,337,337,1705696093,input_1
467,2024-01-19 08:28:15,986,986,1705696095,input_1
468,2024-01-19 08:28:17,854,854,1705696097,input_1
469,2024-01-19 08:28:19,754,754,1705696099,input_1
470,2024-01-19 08:28:21,663,663,1705696101,input_1
471,2024-01-19 08:28:23,244,244,1705696103,input_1
472,2024-01-19 08:28:25,570,570,1705696105,input_1
473,2024-01-19 08:28:27,304,304,1705696107,input_1
474,2024-01-19 08:28:29,310,310,1705696109,input_1
475,2024-01-19 08:28:31,461,461,1705696111,input_1
476,2024-01-19 08:28:33,342,342,1705696113,input_1
477,2024-01-19 08:28:35,351,351,1705696115,input_1
478,2024-01-19 08:28:37,299,299,1705696117,input_1
479,2024-01-19 08:28:39,326,326,1705696119,input_1
480,2024-01-19 08:28:41,346,346,1705696121,input_1
481,2024-01-19 08:28:43,727,727,1705696123,input_1
482,2024-01-19 08:28:45,881,881,1705696125,input_1
483,2024-01-19 08:28:47,281,281,1705696127,input_1
484,2024-01-19 08:28:49,384,384,1705696129,input_1
485,2024-01-19 08:28:51,677,677,1705696131,input_1
486,2024-01-19 08:28:53,343,343,1705696133,input_1
487,2024-01-19 08:28:55,248,248,1705696135,input_1
488,2024-01-19 08:28:57,312,312,1705696137,input_1
489,2024-01-19 08:28:59,71,71,1705696139,input_1
490,2024-01-19 08:29:01,267,267,1705696141,input_1
491,2024-01-19 08:29:03,88,88,1705696143,input_1
492,2024-01-19 08:29:05,395,395,1705696145,input_1
493,2024-01-19 08:29:07,659,659,1705696147,input_1
494,2024-01-19 08:29:09,305,305,1705696149,input_1
